,sparse_ratio,Run,Extinguished,On Fire,Step
0,0.0,0,904,0.44878787878788157,59
1,0.0,1,1195,0.4448484848484876,60
2,0.0,2,1163,0.5416161616161421,67
3,0.0,3,1701,0.9038383838381676,106
4,0.0,4,887,0.4618181818181847,57
5,0.0,5,1285,0.5191919191919119,69
6,0.0,6,1135,0.49696969696970006,57
7,0.0,7,1018,0.4995959595959627,58
8,0.0,8,1746,0.9019191919189767,118
9,0.0,9,939,0.4515151515151543,59
10,0.0,10,1384,0.5474747474747248,69
11,0.0,11,972,0.4707070707070736,58
12,0.0,12,1010,0.5112121212121182,64
13,0.0,13,1061,0.5021212121212141,60
14,0.0,14,892,0.4513131313131341,56
15,0.0,15,1014,0.4931313131313162,59
16,0.0,16,1094,0.4696969696969726,58
17,0.0,17,813,0.4746464646464676,59
18,0.0,18,902,0.4887878787878818,58
19,0.0,19,1050,0.5090909090909073,59
20,0.0,20,1033,0.44666666666666943,58
21,0.0,21,1162,0.504040404040405,66
22,0.0,22,1490,0.5710101010100656,78
23,0.0,23,1007,0.44171717171717445,58
24,0.0,24,1047,0.5070707070707063,59
25,0.0,25,914,0.530404040404027,77
26,0.0,26,1068,0.4767676767676797,58
27,0.0,27,892,0.5011111111111136,58
28,0.0,28,871,0.47949494949495247,59
29,0.0,29,1110,0.49060606060606365,64
30,0.0,30,1125,0.5105050505050479,70
31,0.0,31,1149,0.5160606060606004,59
32,0.0,32,922,0.4944444444444475,73
33,0.0,33,1211,0.5133333333333292,63
34,0.0,34,1916,0.7095959595958489,88
35,0.0,35,801,0.4557575757575786,57
36,0.0,36,1004,0.4764646464646494,57
37,0.0,37,1013,0.5030303030303045,63
38,0.0,38,916,0.4513131313131341,59
39,0.0,39,1316,0.5504040404040161,59
40,0.0,40,1277,0.5322222222222078,60
41,0.0,41,943,0.4457575757575785,58
42,0.0,42,850,0.4578787878787907,58
43,0.0,43,1022,0.4682828282828312,57
44,0.0,44,1015,0.47292929292929586,58
45,0.0,45,1245,0.5251515151515046,62
46,0.0,46,1453,0.6490909090908312,100
47,0.0,47,901,0.4521212121212149,57
48,0.0,48,797,0.46111111111111397,59
49,0.0,49,1043,0.5069696969696963,59
50,0.041666666666666664,50,1529,0.5364646464646298,94
51,0.041666666666666664,51,1013,0.5242424242424142,58
52,0.041666666666666664,52,1113,0.5219191919191831,59
53,0.041666666666666664,53,2260,0.9450505050502664,171
54,0.041666666666666664,54,814,0.446262626262629,58
55,0.041666666666666664,55,978,0.4523232323232351,66
56,0.041666666666666664,56,1138,0.4883838383838414,62
57,0.041666666666666664,57,1033,0.4796969696969727,59
