,truck_max_speed,Run,Extinguished,On Fire,Step
0,1,0,682,0.6531313131312331,86
1,1,1,1176,0.9886868686866064,168
2,1,2,1146,0.8464646464644614,124
3,1,3,859,0.75595959595946,157
4,1,4,701,0.6431313131312385,79
5,1,5,1252,0.7816161616160118,150
6,1,6,1281,0.9420202020199651,205
7,1,7,940,0.762323232323093,124
8,1,8,1017,0.7707070707069268,99
9,1,9,886,0.6828282828281866,97
10,1,10,1254,0.946262626262387,193
11,1,11,1475,0.9926262626259982,146
12,1,12,1072,0.8016161616160009,124
13,1,13,1326,0.9748484848482301,169
14,1,14,1052,0.8067676767675133,110
15,1,15,1295,0.8672727272725309,175
16,1,16,1383,0.9883838383835762,150
17,1,17,935,0.7152525252524115,142
18,1,18,1350,0.9882828282825662,166
19,1,19,1226,0.9297979797977495,151
20,1,20,1381,0.9837373737371141,212
21,1,21,935,0.6957575757574725,144
22,1,22,675,0.6319191919191234,92
23,1,23,1401,0.9453535353532966,206
24,1,24,1475,0.9869696969694356,188
25,1,25,1248,0.8903030303028214,157
26,1,26,1199,0.9622222222219743,146
27,1,27,1336,0.9144444444442225,198
28,1,28,986,0.9390909090906737,147
29,1,29,1059,0.7783838383836903,172
30,1,30,811,0.6690909090908204,103
31,1,31,1038,0.7460606060604755,122
32,1,32,1112,0.7972727272725689,117
33,1,33,1318,0.8820202020199976,164
34,1,34,806,0.6996969696968643,87
35,1,35,1313,0.9601010101007633,147
36,1,36,1137,0.7805050505049013,98
37,1,37,1134,0.9544444444442007,162
38,1,38,1587,0.992222222221958,175
39,1,39,952,0.8677777777775811,148
40,1,40,804,0.677070707070614,98
41,1,41,1453,0.9912121212118575,154
42,1,42,1373,0.8860606060603995,154
43,1,43,1361,0.9564646464644017,156
44,1,44,1003,0.71202020202009,109
45,1,45,833,0.6415151515150778,93
46,1,46,1108,0.8855555555553493,139
47,1,47,761,0.6643434343433482,97
48,1,48,993,0.7367676767675513,137
49,1,49,1484,0.9187878787876544,195
50,2,50,856,0.39202020202020443,63
51,2,51,1082,0.432323232323235,62
52,2,52,873,0.36898989898990125,58
53,2,53,813,0.3704040404040427,61
54,2,54,961,0.3900000000000024,59
55,2,55,1078,0.41050505050505304,61
56,2,56,1044,0.3834343434343458,62
57,2,57,1038,0.41616161616161873,63
58,2,58,864,0.4033333333333358,61
59,2,59,975,0.3973737373737398,60
60,2,60,1030,0.4210101010101036,60
61,2,61,793,0.36878787878788105,61
62,2,62,1020,0.4380808080808108,64
63,2,63,1107,0.4279797979798006,60
64,2,64,949,0.4256565656565683,64
65,2,65,979,0.4211111111111137,60
66,2,66,994,0.3896969696969721,63
67,2,67,1019,0.35101010101010316,61
68,2,68,981,0.4267676767676794,61
69,2,69,941,0.4379797979798007,63
70,2,70,1501,0.4439393939393967,76
71,2,71,1007,0.4189898989899016,64
72,2,72,935,0.3654545454545477,60
73,2,73,1080,0.3790909090909114,59
74,2,74,998,0.33919191919192127,61
75,2,75,1026,0.43636363636363906,94
76,2,76,1522,0.4563636363636392,65
77,2,77,1056,0.4130303030303056,58
78,2,78,1180,0.3952525252525277,61
79,2,79,864,0.38020202020202254,61
80,2,80,970,0.4189898989899016,63
81,2,81,1152,0.39909090909091155,63
82,2,82,976,0.4077777777777803,64
83,2,83,880,0.39949494949495196,62
84,2,84,982,0.42454545454545717,65
85,2,85,966,0.38161616161616396,64
86,2,86,1004,0.35555555555555773,63
87,2,87,861,0.3845454545454569,62
88,2,88,1029,0.4029292929292954,61
89,2,89,1019,0.41828282828283087,60
90,2,90,939,0.42363636363636625,61
91,2,91,1018,0.4395959595959623,63
92,2,92,934,0.38797979797980037,64
93,2,93,924,0.36929292929293156,62
94,2,94,1119,0.4516161616161644,61
95,2,95,1114,0.3671717171717194,61
96,2,96,986,0.38707070707070945,62
97,2,97,864,0.3889898989899014,61
98,2,98,956,0.3844444444444468,60
99,2,99,1147,0.43535353535353805,64
100,3,100,1624,0.2972727272727291,70
101,3,101,1205,0.33818181818182025,76
102,3,102,1158,0.186868686868688,54
103,3,103,981,0.1565656565656575,48
104,3,104,1573,0.2637373737373753,60
105,3,105,1678,0.2989898989899008,64
106,3,106,1445,0.3345454545454566,62
107,3,107,917,0.17424242424242528,42
108,3,108,1185,0.2420202020202035,59
109,3,109,1156,0.2418181818181833,54
110,3,110,1561,0.29666666666666847,65
111,3,111,1409,0.3642424242424265,91
112,3,112,1225,0.25919191919192075,54
113,3,113,712,0.1271717171717179,41
114,3,114,1138,0.18898989898990012,54
115,3,115,1452,0.26626262626262787,68
116,3,116,1307,0.23939393939394085,56
117,3,117,1336,0.3214141414141434,78
118,3,118,1089,0.19505050505050622,57
119,3,119,1696,0.4505050505050533,89
120,3,120,1238,0.21696969696969828,54
121,3,121,1330,0.2617171717171733,55
122,3,122,1327,0.27696969696969864,54
123,3,123,1638,0.3059595959595978,58
124,3,124,803,0.13060606060606136,43
125,3,125,1796,0.34505050505050716,72
126,3,126,1533,0.30111111111111294,69
127,3,127,1267,0.30737373737373924,78
128,3,128,1056,0.1817171717171728,58
129,3,129,1496,0.293232323232325,57
130,3,130,1319,0.2618181818181834,55
131,3,131,1591,0.34545454545454757,79
