,sparse_ratio,Run,Extinguished,On Fire,Step
0,0.0,0,1441,0.6149494949494356,139
1,0.0,1,1032,0.46111111111111397,58
2,0.0,2,1035,0.497878787878791,59
3,0.0,3,1094,0.4563636363636392,58
4,0.0,4,810,0.41616161616161873,58
5,0.0,5,1206,0.5055555555555556,59
6,0.0,6,1043,0.5007070707070734,60
7,0.0,7,950,0.45383838383838665,58
8,0.0,8,1232,0.5070707070707063,62
9,0.0,9,1124,0.47818181818182115,58
10,0.0,10,1108,0.5175757575757511,68
11,0.0,11,1008,0.510808080808078,63
12,0.0,12,889,0.4698989898989928,58
13,0.0,13,1006,0.4767676767676797,58
14,0.0,14,1033,0.5120202020201986,59
15,0.0,15,834,0.4628282828282857,57
16,0.0,16,739,0.42858585858586123,59
17,0.0,17,993,0.47212121212121505,58
18,0.0,18,966,0.4704040404040433,58
19,0.0,19,856,0.4394949494949522,58
20,0.0,20,1113,0.5071717171717164,57
21,0.0,21,986,0.49060606060606365,57
22,0.0,22,1659,0.7781818181816702,100
23,0.0,23,1047,0.46535353535353824,58
24,0.0,24,1566,0.6321212121211435,82
25,0.0,25,947,0.41828282828283087,59
26,0.0,26,844,0.45515151515151797,57
27,0.0,27,856,0.4498989898989927,59
28,0.0,28,859,0.4267676767676794,58
29,0.0,29,1065,0.45484848484848767,62
30,0.0,30,1081,0.49616161616161925,64
31,0.0,31,1038,0.4947474747474778,58
32,0.0,32,1210,0.5358585858585695,58
33,0.0,33,1003,0.4570707070707099,90
34,0.0,34,1109,0.475050505050508,58
35,0.0,35,858,0.45919191919192204,58
36,0.0,36,1142,0.49737373737374047,59
37,0.0,37,883,0.46727272727273017,58
38,0.0,38,917,0.5102020202020178,58
39,0.0,39,908,0.4334343434343461,58
40,0.0,40,1182,0.5232323232323137,59
41,0.0,41,1424,0.5256565656565548,65
42,0.0,42,979,0.470101010101013,58
43,0.0,43,1017,0.4692929292929322,58
44,0.0,44,1241,0.5967676767676273,73
45,0.0,45,1001,0.4742424242424272,59
46,0.0,46,959,0.4979797979798011,59
47,0.0,47,1032,0.48949494949495254,58
48,0.0,48,1060,0.4815151515151545,59
49,0.0,49,1002,0.4678787878787908,58
50,0.041666666666666664,50,991,0.4268686868686895,58
51,0.041666666666666664,51,959,0.44898989898990177,59
52,0.041666666666666664,52,1062,0.4748484848484878,58
53,0.041666666666666664,53,1104,0.4927272727272758,58
54,0.041666666666666664,54,842,0.4570707070707099,58
