,truck_strategy,Run,Extinguished,On Fire,Step
0,1.0,0,6,5,3
1,1.0,1,9,8,4
2,1.0,2,12,11,4
3,1.0,3,10,9,4
4,1.0,4,6,5,3
5,1.0,5,8,7,4
6,1.0,6,12,11,4
7,1.0,7,6,5,3
8,1.0,8,10,9,4
9,1.0,9,9,8,5
