,num_firetruck,Run,Extinguished,On Fire,Step
0,1,0,19,0.9975757575754904,135
1,1,1,19,0.9976767676765005,136
2,1,2,20,0.9978787878785206,146
3,1,3,25,0.9970707070704402,140
4,1,4,23,0.9970707070704402,149
5,1,5,19,0.9967676767674101,135
6,1,6,21,0.9975757575754904,150
7,1,7,19,0.9977777777775105,132
8,1,8,20,0.9972727272724603,144
9,1,9,19,0.9979797979795306,140
10,1,10,21,0.99656565656539,143
11,1,11,18,0.9978787878785206,139
12,1,12,21,0.9967676767674101,141
13,1,13,20,0.9976767676765005,146
14,1,14,17,0.9981818181815507,129
15,1,15,20,0.9977777777775105,138
16,1,16,22,0.9969696969694302,145
17,1,17,20,0.9975757575754904,135
18,1,18,21,0.9976767676765005,142
19,1,19,18,0.9979797979795306,137
20,1,20,21,0.9977777777775105,141
21,1,21,20,0.9975757575754904,137
22,1,22,24,0.9974747474744804,138
23,1,23,20,0.9976767676765005,133
24,1,24,26,0.9970707070704402,143
25,1,25,20,0.9978787878785206,146
26,1,26,24,0.9971717171714503,135
27,1,27,19,0.9976767676765005,144
28,1,28,20,0.9975757575754904,135
29,1,29,20,0.9976767676765005,152
30,1,30,19,0.9975757575754904,135
31,1,31,20,0.9972727272724603,140
32,1,32,19,0.9977777777775105,144
33,1,33,22,0.9974747474744804,147
34,1,34,21,0.9973737373734703,140
35,1,35,21,0.9975757575754904,135
36,1,36,18,0.9979797979795306,138
37,1,37,20,0.9977777777775105,145
38,1,38,19,0.9976767676765005,137
39,1,39,18,0.9979797979795306,137
40,1,40,19,0.9975757575754904,136
41,1,41,21,0.9977777777775105,140
42,1,42,20,0.9975757575754904,125
43,1,43,26,0.9967676767674101,146
44,1,44,19,0.9976767676765005,145
45,1,45,20,0.9978787878785206,140
46,1,46,22,0.9968686868684201,134
47,1,47,18,0.9976767676765005,137
48,1,48,18,0.9979797979795306,134
49,1,49,20,0.9976767676765005,140
50,2,50,40,0.9956565656562996,148
51,2,51,29,0.9968686868684201,145
52,2,52,32,0.9964646464643799,151
53,2,53,43,0.9955555555552895,147
54,2,54,32,0.9964646464643799,134
55,2,55,32,0.9963636363633699,133
56,2,56,32,0.9964646464643799,141
57,2,57,34,0.9956565656562996,140
58,2,58,33,0.9964646464643799,146
59,2,59,31,0.9966666666664,144
60,2,60,40,0.9954545454542795,149
61,2,61,30,0.99656565656539,143
62,2,62,28,0.9969696969694302,139
63,2,63,29,0.9966666666664,140
64,2,64,30,0.9967676767674101,138
65,2,65,28,0.9968686868684201,135
66,2,66,36,0.9954545454542795,144
67,2,67,32,0.9963636363633699,139
68,2,68,34,0.9962626262623598,138
69,2,69,32,0.9964646464643799,143
70,2,70,27,0.9967676767674101,141
71,2,71,32,0.99656565656539,140
72,2,72,34,0.9963636363633699,136
73,2,73,32,0.9962626262623598,145
74,2,74,33,0.9963636363633699,148
75,2,75,30,0.9966666666664,143
76,2,76,32,0.9958585858583197,142
77,2,77,39,0.9952525252522594,138
78,2,78,33,0.9963636363633699,136
79,2,79,36,0.9957575757573096,139
80,2,80,28,0.9967676767674101,148
81,2,81,35,0.9962626262623598,146
82,2,82,36,0.9956565656562996,142
83,2,83,40,0.9956565656562996,147
84,2,84,29,0.9967676767674101,137
85,2,85,34,0.9963636363633699,143
86,2,86,38,0.9956565656562996,139
87,2,87,30,0.9968686868684201,135
88,2,88,31,0.9963636363633699,144
89,2,89,30,0.9967676767674101,142
90,2,90,40,0.9953535353532694,142
91,2,91,32,0.9964646464643799,141
92,2,92,30,0.9963636363633699,131
93,2,93,30,0.99656565656539,138
94,2,94,31,0.9963636363633699,141
95,2,95,31,0.9964646464643799,139
96,2,96,30,0.9963636363633699,149
97,2,97,35,0.9959595959593297,144
98,2,98,30,0.9968686868684201,138
99,2,99,30,0.9964646464643799,145
100,3,100,61,0.9932323232320585,141
101,3,101,46,0.9951515151512493,147
102,3,102,63,0.9932323232320585,139
103,3,103,54,0.9940404040401388,144
104,3,104,47,0.9948484848482192,143
105,3,105,60,0.9931313131310484,135
106,3,106,39,0.9956565656562996,140
107,3,107,60,0.9937373737371087,141
108,3,108,52,0.994343434343169,144
109,3,109,64,0.9932323232320585,136
110,3,110,40,0.9957575757573096,143
111,3,111,59,0.9934343434340785,144
112,3,112,64,0.9930303030300384,150
113,3,113,64,0.9933333333330685,141
114,3,114,59,0.9936363636360986,135
115,3,115,67,0.9928282828280183,146
116,3,116,67,0.9929292929290283,146
117,3,117,67,0.9928282828280183,148
118,3,118,56,0.9941414141411489,134
119,3,119,65,0.9930303030300384,138
120,3,120,67,0.9928282828280183,144
121,3,121,64,0.9927272727270082,136
122,3,122,53,0.9941414141411489,143
123,3,123,64,0.9930303030300384,138
124,3,124,62,0.9936363636360986,146
125,3,125,53,0.9945454545451891,144
126,3,126,44,0.9953535353532694,141
127,3,127,66,0.9928282828280183,136
128,3,128,60,0.9928282828280183,126
129,3,129,64,0.9929292929290283,135
130,3,130,66,0.9931313131310484,139
131,3,131,60,0.9935353535350886,138
132,3,132,70,0.992323232322968,141
133,3,133,66,0.9931313131310484,141
134,3,134,62,0.9936363636360986,145
135,3,135,74,0.9920202020199379,145
136,3,136,44,0.9951515151512493,138
137,3,137,64,0.9927272727270082,140
138,3,138,69,0.9924242424239781,141
139,3,139,75,0.9920202020199379,140
140,3,140,66,0.9929292929290283,148
141,3,141,59,0.9936363636360986,137
142,3,142,62,0.9935353535350886,142
143,3,143,62,0.9933333333330685,150
144,3,144,67,0.9928282828280183,147
145,3,145,40,0.9955555555552895,143
146,3,146,67,0.9924242424239781,146
147,3,147,62,0.9933333333330685,135
148,3,148,64,0.9932323232320585,143
149,3,149,63,0.9934343434340785,142
150,4,150,65,0.9931313131310484,130
151,4,151,70,0.9926262626259982,147
152,4,152,70,0.9918181818179178,144
153,4,153,69,0.9925252525249881,148
154,4,154,74,0.9919191919189279,147
155,4,155,73,0.992222222221958,138
156,4,156,70,0.9924242424239781,141
157,4,157,68,0.9928282828280183,153
158,4,158,72,0.9924242424239781,145
159,4,159,68,0.9926262626259982,134
160,4,160,67,0.9926262626259982,144
161,4,161,63,0.9932323232320585,146
162,4,162,70,0.9926262626259982,139
163,4,163,64,0.9933333333330685,150
164,4,164,63,0.9933333333330685,143
165,4,165,67,0.992222222221958,147
166,4,166,67,0.9928282828280183,141
167,4,167,70,0.9919191919189279,132
168,4,168,72,0.9925252525249881,150
169,4,169,64,0.9933333333330685,134
170,4,170,64,0.9930303030300384,142
171,4,171,68,0.9927272727270082,141
172,4,172,69,0.9925252525249881,143
173,4,173,78,0.9917171717169078,151
174,4,174,76,0.9916161616158977,137
175,4,175,67,0.9927272727270082,132
176,4,176,67,0.9931313131310484,139
177,4,177,64,0.9933333333330685,131
178,4,178,63,0.9934343434340785,139
179,4,179,66,0.9928282828280183,138
180,4,180,69,0.9925252525249881,138
181,4,181,71,0.992323232322968,142
182,4,182,64,0.9927272727270082,132
183,4,183,67,0.9930303030300384,140
184,4,184,71,0.9926262626259982,145
185,4,185,66,0.9930303030300384,141
186,4,186,68,0.9926262626259982,144
187,4,187,72,0.9918181818179178,141
188,4,188,69,0.9928282828280183,141
189,4,189,64,0.9930303030300384,134
190,4,190,70,0.992323232322968,135
191,4,191,77,0.9918181818179178,150
192,4,192,68,0.9928282828280183,142
193,4,193,78,0.9917171717169078,148
194,4,194,73,0.992121212120948,152
195,4,195,75,0.992222222221958,139
196,4,196,67,0.9926262626259982,135
197,4,197,76,0.9919191919189279,142
198,4,198,64,0.9930303030300384,133
