,truck_strategy,Run,Extinguished,On Fire,Step
0,1.0,0,320,0.18000000000000344,78
1,1.0,1,446,0.29968253968253816,114
2,1.0,2,496,0.19666666666667063,108
3,1.0,3,94,0.028412698412698518,42
4,1.0,4,340,0.15793650793651068,81
5,1.0,5,394,0.22285714285714764,102
6,1.0,6,341,0.1101587301587314,84
7,1.0,7,425,0.2120634920634965,107
8,1.0,8,344,0.11650793650793795,82
9,1.0,9,323,0.14968253968254217,79
10,1.0,10,432,0.24587301587302138,110
11,1.0,11,338,0.14269841269841496,73
12,1.0,12,615,0.35444444444443507,150
13,1.0,13,307,0.16015873015873297,85
14,1.0,14,303,0.1806349206349241,75
15,1.0,15,580,0.28999999999999987,130
16,1.0,16,518,0.2680952380952411,133
17,1.0,17,245,0.16317460317460608,75
18,1.0,18,274,0.12539682539682712,67
19,1.0,19,579,0.40031746031744436,135
