,steps_to_extinguishment,Run,Extinguished,On Fire,Step
170,4.0,170,17,0.9996969696967014,143
171,4.0,171,8,0.9996969696967014,142
172,4.0,172,7,0.9993939393936713,140
173,4.0,173,11,0.9998989898987215,146
174,4.0,174,14,0.9995959595956914,129
175,4.0,175,10,0.9993939393936713,130
176,4.0,176,11,0.9996969696967014,137
177,4.0,177,7,0.9996969696967014,144
178,4.0,178,10,0.9993939393936713,146
179,4.0,179,12,0.9992929292926612,143
180,4.0,180,13,0.9993939393936713,140
181,4.0,181,13,0.9998989898987215,135
182,4.0,182,8,0.9995959595956914,139
183,4.0,183,9,0.9996969696967014,137
184,4.0,184,16,0.9995959595956914,146
185,4.0,185,21,0.9995959595956914,150
186,4.0,186,9,0.998787878787611,144
187,4.0,187,3,0.9993939393936713,141
188,4.0,188,18,0.9996969696967014,137
189,4.0,189,3,0.9995959595956914,133
190,4.0,190,13,0.9995959595956914,144
191,4.0,191,11,0.9994949494946813,140
192,4.0,192,4,0.9998989898987215,139
193,4.0,193,12,0.9996969696967014,137
194,4.0,194,9,0.9992929292926612,133
195,4.0,195,4,0.9997979797977115,141
196,4.0,196,20,0.9995959595956914,145
197,4.0,197,13,0.9998989898987215,132
198,4.0,198,10,0.9998989898987215,140
199,4.0,199,11,0.9998989898987215,138
200,5.0,200,0,0.9994949494946813,141
201,5.0,201,0,0.9994949494946813,150
202,5.0,202,2,0.9998989898987215,134
203,5.0,203,0,0.9997979797977115,129
204,5.0,204,2,0.9996969696967014,140
205,5.0,205,1,0.9997979797977115,145
206,5.0,206,0,0.9992929292926612,138
207,5.0,207,2,0.9998989898987215,135
208,5.0,208,1,0.9997979797977115,145
209,5.0,209,0,0.9996969696967014,133
210,5.0,210,1,0.9996969696967014,135
211,5.0,211,1,0.9996969696967014,140
212,5.0,212,3,0.9997979797977115,138
213,5.0,213,1,0.9997979797977115,137
214,5.0,214,0,0.9997979797977115,141
215,5.0,215,2,0.9994949494946813,145
216,5.0,216,2,0.9998989898987215,139
217,5.0,217,0,0.9991919191916512,146
218,5.0,218,1,0.9997979797977115,132
219,5.0,219,4,0.9997979797977115,134
220,5.0,220,3,0.9996969696967014,139
221,5.0,221,2,0.9998989898987215,138
222,5.0,222,1,0.9995959595956914,139
223,5.0,223,1,0.9994949494946813,143
224,5.0,224,0,0.9993939393936713,138
225,5.0,225,0,0.9997979797977115,146
226,5.0,226,3,0.9998989898987215,127
227,5.0,227,0,0.9998989898987215,148
228,5.0,228,0,0.9997979797977115,136
229,5.0,229,0,0.9994949494946813,143
230,5.0,230,1,0.9996969696967014,145
231,5.0,231,0,0.9992929292926612,146
232,5.0,232,2,0.9996969696967014,140
233,5.0,233,3,0.9992929292926612,133
234,5.0,234,2,0.9996969696967014,139
235,5.0,235,0,0.9997979797977115,140
236,5.0,236,3,0.9995959595956914,148
237,5.0,237,0,0.9993939393936713,131
238,5.0,238,3,0.9996969696967014,138
239,5.0,239,4,0.9994949494946813,138
240,5.0,240,1,0.9996969696967014,139
241,5.0,241,0,0.9995959595956914,150
242,5.0,242,1,0.9994949494946813,140
243,5.0,243,1,0.9994949494946813,130
244,5.0,244,2,0.9996969696967014,143
245,5.0,245,1,0.9995959595956914,144
246,5.0,246,6,0.9993939393936713,137
247,5.0,247,0,0.9996969696967014,141
248,5.0,248,2,0.9998989898987215,138
249,5.0,249,1,0.9993939393936713,136
250,6.0,250,0,0.9995959595956914,132
251,6.0,251,0,0.9998989898987215,146
252,6.0,252,0,0.9995959595956914,145
253,6.0,253,0,0.9994949494946813,149
254,6.0,254,0,0.9996969696967014,135
255,6.0,255,0,0.9994949494946813,149
256,6.0,256,0,0.9997979797977115,143
257,6.0,257,0,0.9997979797977115,142
258,6.0,258,0,0.9992929292926612,129
259,6.0,259,0,0.9995959595956914,145
260,6.0,260,2,0.9992929292926612,146
261,6.0,261,0,0.9998989898987215,139
262,6.0,262,0,0.9997979797977115,138
263,6.0,263,0,0.9997979797977115,138
264,6.0,264,0,0.9996969696967014,133
265,6.0,265,0,0.9996969696967014,137
266,6.0,266,0,0.9994949494946813,137
267,6.0,267,0,0.9993939393936713,129
268,6.0,268,0,0.9995959595956914,145
269,6.0,269,0,0.9995959595956914,136
270,6.0,270,0,0.998888888888621,137
271,6.0,271,0,0.9995959595956914,131
272,6.0,272,0,0.9998989898987215,148
273,6.0,273,0,0.9998989898987215,141
274,6.0,274,0,0.9998989898987215,139
275,6.0,275,0,0.9996969696967014,142
276,6.0,276,0,0.9995959595956914,139
277,6.0,277,5,0.9996969696967014,140
278,6.0,278,0,0.9990909090906411,137
279,6.0,279,0,0.9997979797977115,135
280,6.0,280,0,0.9992929292926612,145
281,6.0,281,2,0.9991919191916512,138
282,6.0,282,0,0.9994949494946813,143
283,6.0,283,0,0.9993939393936713,142
284,6.0,284,0,0.9994949494946813,143
285,6.0,285,0,0.9997979797977115,146
286,6.0,286,0,0.9996969696967014,142
287,6.0,287,0,0.9998989898987215,147
288,6.0,288,0,0.9996969696967014,139
289,6.0,289,0,0.9995959595956914,144
290,6.0,290,1,0.9997979797977115,139
291,6.0,291,0,0.9994949494946813,137
292,6.0,292,0,0.9997979797977115,145
293,6.0,293,0,0.9997979797977115,141
294,6.0,294,0,0.9996969696967014,147
295,6.0,295,0,0.998888888888621,144
296,6.0,296,0,0.9998989898987215,129
297,6.0,297,0,0.9993939393936713,141
298,6.0,298,0,0.9990909090906411,137
299,6.0,299,0,0.9996969696967014,143
300,7.0,300,0,0.9996969696967014,135
301,7.0,301,0,0.9996969696967014,137
302,7.0,302,0,0.9995959595956914,133
303,7.0,303,0,0.9995959595956914,133
304,7.0,304,0,0.9998989898987215,137
305,7.0,305,0,0.9995959595956914,137
306,7.0,306,0,0.9996969696967014,148
307,7.0,307,0,0.9998989898987215,140
308,7.0,308,0,0.9997979797977115,139
309,7.0,309,0,0.9996969696967014,131
310,7.0,310,0,0.9995959595956914,137
311,7.0,311,0,0.9996969696967014,140
312,7.0,312,0,0.9998989898987215,137
313,7.0,313,0,0.9995959595956914,136
314,7.0,314,0,0.9995959595956914,145
315,7.0,315,0,0.9995959595956914,134
316,7.0,316,0,0.9998989898987215,137
317,7.0,317,0,0.9997979797977115,139
318,7.0,318,0,0.9996969696967014,142
319,7.0,319,0,0.9996969696967014,135
320,7.0,320,0,0.9991919191916512,142
321,7.0,321,0,0.9993939393936713,131
322,7.0,322,0,0.9996969696967014,135
323,7.0,323,0,0.9993939393936713,139
324,7.0,324,0,0.9996969696967014,138
325,7.0,325,0,0.9996969696967014,140
326,7.0,326,0,0.9992929292926612,138
327,7.0,327,0,0.9996969696967014,141
328,7.0,328,0,0.9997979797977115,140
329,7.0,329,0,0.9994949494946813,139
330,7.0,330,0,0.9996969696967014,137
331,7.0,331,0,0.9996969696967014,132
332,7.0,332,0,0.9992929292926612,137
333,7.0,333,0,0.9998989898987215,139
334,7.0,334,0,0.9996969696967014,131
335,7.0,335,0,0.9996969696967014,136
336,7.0,336,0,0.9993939393936713,138
337,7.0,337,0,0.9995959595956914,139
338,7.0,338,0,0.9994949494946813,135
339,7.0,339,0,0.9995959595956914,140
340,7.0,340,0,0.9996969696967014,142
341,7.0,341,0,0.9997979797977115,139
342,7.0,342,0,0.9993939393936713,142
343,7.0,343,0,0.9997979797977115,142
344,7.0,344,0,0.9994949494946813,141
345,7.0,345,0,0.9995959595956914,138
346,7.0,346,0,0.9997979797977115,141
347,7.0,347,0,0.9992929292926612,145
348,7.0,348,0,0.9994949494946813,133
349,7.0,349,0,0.9997979797977115,139
