,num_firetruck,Run,Extinguished,On Fire,Step
0,0,0,0,5769,257
1,0,1,0,5547,209
2,0,2,0,5857,244
3,0,3,0,5813,291
4,0,4,0,5790,240
5,0,5,0,5689,244
6,0,6,0,5772,234
7,0,7,0,5880,272
8,0,8,0,5853,267
9,0,9,0,5820,272
10,20,10,8,7,4
11,20,11,7,6,4
12,20,12,10,9,4
13,20,13,9,8,4
14,20,14,10,9,4
15,20,15,10,9,4
16,20,16,9,8,4
17,20,17,10,9,4
18,20,18,8,7,4
19,20,19,11,10,4
20,40,20,10,9,4
21,40,21,10,9,4
22,40,22,11,10,4
23,40,23,14,13,5
24,40,24,11,10,5
25,40,25,12,11,5
26,40,26,8,7,4
27,40,27,11,10,4
28,40,28,9,8,4
29,40,29,10,9,4
30,60,30,7,6,2
31,60,31,7,6,2
32,60,32,8,7,3
33,60,33,7,6,2
34,60,34,8,7,3
35,60,35,8,7,3
36,60,36,7,6,2
37,60,37,7,6,2
38,60,38,8,7,3
39,60,39,7,6,2
