,truck_strategy,Run,Extinguished,On Fire,Step
0,1.0,0,135,0.41444444444442646,168
1,1.0,1,117,0.4776190476190206,127
2,1.0,2,141,0.6255555555555073,218
3,1.0,3,149,0.38031746031744723,157
4,1.0,4,172,0.5958730158729719,208
5,1.0,5,175,0.502539682539652,203
6,1.0,6,115,0.41396825396823606,117
7,1.0,7,163,0.43206349206347155,130
8,1.0,8,106,0.4336507936507729,155
9,1.0,9,156,0.35222222222221317,149
10,1.0,10,130,0.3612698412698309,162
11,1.0,11,155,0.48285714285711506,185
12,1.0,12,126,0.47936507936505207,178
13,1.0,13,374,0.7425396825396176,356
14,1.0,14,129,0.34460317460316664,109
15,1.0,15,129,0.3536507936507844,143
16,1.0,16,175,0.27492063492063695,154
17,1.0,17,161,0.6592063492062962,188
18,1.0,18,156,0.5042857142856835,163
19,1.0,19,153,0.34111111111110365,144
20,1.0,20,180,0.4158730158729977,173
21,1.0,21,109,0.3506349206349118,158
22,1.0,22,246,0.7063492063491466,248
23,1.0,23,129,0.4106349206349032,130
24,1.0,24,108,0.5349206349205997,161
25,1.0,25,137,0.5231746031745697,217
26,1.0,26,259,0.7042857142856548,268
27,1.0,27,137,0.4363492063491852,125
28,1.0,28,145,0.5109523809523492,175
29,1.0,29,132,0.48492063492060683,167
30,1.0,30,0,0.0007936507936507937,10
31,1.0,31,78,0.3911111111110965,154
32,1.0,32,127,0.2680952380952411,136
33,1.0,33,251,0.6550793650793126,259
34,1.0,34,161,0.5584126984126598,215
35,1.0,35,135,0.4141269841269662,168
36,1.0,36,327,0.7876190476189762,281
37,1.0,37,122,0.4319047619047414,118
38,1.0,38,212,0.5874603174602747,244
39,1.0,39,121,0.5392063492063134,159
40,1.0,40,80,0.4106349206349032,116
41,1.0,41,126,0.39634920634919096,144
42,1.0,42,0,0.0,6
43,1.0,43,132,0.37111111111109935,142
44,1.0,44,99,0.44714285714283447,144
45,1.0,45,111,0.40206349206347586,135
46,1.0,46,134,0.3412698412698338,133
47,1.0,47,105,0.6515873015872496,169
48,1.0,48,186,0.5792063492063076,227
49,1.0,49,190,0.34857142857142004,157
