,wind_strength,Run,Extinguished,On Fire,Step
0,0.0,0,211,216,17
1,0.0,1,203,208,18
2,0.0,2,156,161,13
3,0.0,3,164,169,14
4,0.0,4,415,421,29
5,0.0,5,142,146,12
6,0.0,6,228,233,20
7,0.0,7,164,169,13
8,0.0,8,220,225,19
9,0.0,9,201,206,18
10,0.0,10,145,149,13
11,0.0,11,210,215,18
12,0.0,12,191,196,18
13,0.0,13,196,201,17
14,0.0,14,306,313,22
15,0.0,15,272,282,22
16,0.0,16,144,148,13
17,0.0,17,316,322,23
18,0.0,18,281,294,21
19,0.0,19,161,166,14
20,1.5789473684210527,20,99,102,12
21,1.5789473684210527,21,136,138,13
22,1.5789473684210527,22,80,80,12
23,1.5789473684210527,23,49,49,9
24,1.5789473684210527,24,118,120,13
25,1.5789473684210527,25,136,138,16
26,1.5789473684210527,26,111,113,14
27,1.5789473684210527,27,158,162,14
28,1.5789473684210527,28,94,94,13
29,1.5789473684210527,29,128,129,14
30,1.5789473684210527,30,52,52,9
31,1.5789473684210527,31,152,157,14
32,1.5789473684210527,32,94,95,12
33,1.5789473684210527,33,148,149,16
34,1.5789473684210527,34,248,251,20
35,1.5789473684210527,35,169,171,17
36,1.5789473684210527,36,131,130,14
37,1.5789473684210527,37,110,112,12
38,1.5789473684210527,38,149,154,15
39,1.5789473684210527,39,104,105,13
40,3.1578947368421053,40,47,46,10
41,3.1578947368421053,41,61,60,11
42,3.1578947368421053,42,43,42,9
43,3.1578947368421053,43,80,79,12
44,3.1578947368421053,44,48,47,10
45,3.1578947368421053,45,43,42,9
46,3.1578947368421053,46,39,38,9
47,3.1578947368421053,47,75,75,11
48,3.1578947368421053,48,33,32,8
49,3.1578947368421053,49,32,31,7
50,3.1578947368421053,50,34,33,7
51,3.1578947368421053,51,54,53,9
52,3.1578947368421053,52,38,37,9
53,3.1578947368421053,53,63,62,10
54,3.1578947368421053,54,45,44,9
55,3.1578947368421053,55,64,63,10
56,3.1578947368421053,56,65,64,9
57,3.1578947368421053,57,36,35,7
58,3.1578947368421053,58,44,43,8
59,3.1578947368421053,59,44,43,9
60,4.7368421052631575,60,27,26,7
61,4.7368421052631575,61,19,18,5
62,4.7368421052631575,62,22,21,6
63,4.7368421052631575,63,27,26,8
64,4.7368421052631575,64,23,22,6
65,4.7368421052631575,65,38,37,8
66,4.7368421052631575,66,22,21,6
67,4.7368421052631575,67,19,18,6
68,4.7368421052631575,68,33,32,7
69,4.7368421052631575,69,48,47,9
70,4.7368421052631575,70,41,40,8
71,4.7368421052631575,71,26,25,7
72,4.7368421052631575,72,14,13,5
73,4.7368421052631575,73,21,20,6
74,4.7368421052631575,74,23,22,7
75,4.7368421052631575,75,35,34,8
76,4.7368421052631575,76,24,23,6
77,4.7368421052631575,77,31,30,8
78,4.7368421052631575,78,19,18,6
79,4.7368421052631575,79,23,22,7
80,6.315789473684211,80,18,17,5
81,6.315789473684211,81,15,14,5
82,6.315789473684211,82,15,14,5
83,6.315789473684211,83,16,15,5
84,6.315789473684211,84,12,11,5
85,6.315789473684211,85,10,9,4
86,6.315789473684211,86,10,9,4
87,6.315789473684211,87,17,16,5
88,6.315789473684211,88,12,11,4
89,6.315789473684211,89,14,13,5
90,6.315789473684211,90,13,12,4
91,6.315789473684211,91,12,11,4
92,6.315789473684211,92,10,9,4
93,6.315789473684211,93,17,16,5
94,6.315789473684211,94,16,15,5
95,6.315789473684211,95,12,11,4
96,6.315789473684211,96,10,9,4
97,6.315789473684211,97,22,21,6
98,6.315789473684211,98,15,14,5
99,6.315789473684211,99,10,9,4
100,7.894736842105264,100,8,7,4
101,7.894736842105264,101,13,12,5
102,7.894736842105264,102,17,16,5
103,7.894736842105264,103,15,14,5
104,7.894736842105264,104,19,18,6
105,7.894736842105264,105,14,13,5
106,7.894736842105264,106,13,12,5
107,7.894736842105264,107,12,11,5
108,7.894736842105264,108,8,7,4
109,7.894736842105264,109,13,12,5
110,7.894736842105264,110,10,9,4
111,7.894736842105264,111,12,11,5
112,7.894736842105264,112,18,17,6
113,7.894736842105264,113,10,9,4
114,7.894736842105264,114,10,9,4
115,7.894736842105264,115,22,21,7
116,7.894736842105264,116,12,11,5
117,7.894736842105264,117,14,13,5
118,7.894736842105264,118,15,14,5
119,7.894736842105264,119,10,9,4
120,9.473684210526315,120,15,14,5
121,9.473684210526315,121,15,14,5
122,9.473684210526315,122,15,14,6
123,9.473684210526315,123,11,10,4
124,9.473684210526315,124,8,7,4
125,9.473684210526315,125,10,9,4
126,9.473684210526315,126,10,9,4
127,9.473684210526315,127,13,12,4
128,9.473684210526315,128,10,9,5
129,9.473684210526315,129,18,17,6
130,9.473684210526315,130,13,12,5
131,9.473684210526315,131,14,13,5
132,9.473684210526315,132,10,9,4
133,9.473684210526315,133,15,14,5
134,9.473684210526315,134,11,10,4
135,9.473684210526315,135,8,7,4
136,9.473684210526315,136,12,11,5
137,9.473684210526315,137,14,13,5
138,9.473684210526315,138,13,12,5
139,9.473684210526315,139,10,9,4
140,11.052631578947368,140,10,9,4
141,11.052631578947368,141,13,12,5
142,11.052631578947368,142,12,11,5
143,11.052631578947368,143,12,11,5
144,11.052631578947368,144,12,11,4
145,11.052631578947368,145,14,13,5
146,11.052631578947368,146,10,9,4
147,11.052631578947368,147,19,18,5
148,11.052631578947368,148,11,10,4
149,11.052631578947368,149,13,12,5
150,11.052631578947368,150,17,16,5
151,11.052631578947368,151,9,8,4
152,11.052631578947368,152,10,9,4
153,11.052631578947368,153,12,11,5
154,11.052631578947368,154,15,14,5
155,11.052631578947368,155,18,17,6
156,11.052631578947368,156,10,9,4
157,11.052631578947368,157,11,10,4
158,11.052631578947368,158,13,12,5
159,11.052631578947368,159,10,9,4
160,12.631578947368421,160,12,11,4
161,12.631578947368421,161,10,9,4
162,12.631578947368421,162,9,8,4
163,12.631578947368421,163,10,9,4
164,12.631578947368421,164,8,7,4
165,12.631578947368421,165,8,7,4
166,12.631578947368421,166,8,7,3
167,12.631578947368421,167,9,8,4
168,12.631578947368421,168,8,7,4
169,12.631578947368421,169,10,9,4
170,12.631578947368421,170,8,7,4
171,12.631578947368421,171,14,13,5
172,12.631578947368421,172,8,7,4
173,12.631578947368421,173,10,9,4
174,12.631578947368421,174,10,9,4
175,12.631578947368421,175,10,9,4
176,12.631578947368421,176,8,7,4
177,12.631578947368421,177,10,9,4
178,12.631578947368421,178,10,9,4
179,12.631578947368421,179,10,9,4
180,14.210526315789474,180,11,10,4
181,14.210526315789474,181,11,10,4
182,14.210526315789474,182,8,7,4
183,14.210526315789474,183,11,10,4
184,14.210526315789474,184,10,9,4
185,14.210526315789474,185,11,10,4
186,14.210526315789474,186,11,10,4
187,14.210526315789474,187,8,7,4
188,14.210526315789474,188,9,8,4
