,wind_strength,Run,Extinguished,On Fire,Step
0,0.0,0,101,0.9896969696967068,65
1,0.0,1,101,0.9896969696967068,65
2,0.0,2,96,0.9902020202017571,64
3,0.0,3,100,0.9897979797977169,64
4,0.0,4,94,0.9904040404037772,65
5,0.0,5,86,0.9912121212118575,64
6,0.0,6,94,0.9904040404037772,64
7,0.0,7,101,0.9896969696967068,68
8,0.0,8,102,0.9895959595956968,65
9,0.0,9,96,0.9902020202017571,63
10,0.0,10,100,0.9897979797977169,64
11,0.0,11,97,0.990101010100747,65
12,0.0,12,94,0.9904040404037772,64
13,0.0,13,102,0.9895959595956968,64
14,0.0,14,103,0.9894949494946867,66
15,0.0,15,99,0.9898989898987269,64
16,0.0,16,92,0.9906060606057973,65
17,0.0,17,100,0.9897979797977169,64
18,0.0,18,100,0.9897979797977169,64
19,0.0,19,97,0.990101010100747,63
20,0.0,20,100,0.9897979797977169,65
21,0.0,21,99,0.9898989898987269,65
22,0.0,22,100,0.9897979797977169,65
23,0.0,23,98,0.989999999999737,65
24,0.0,24,99,0.9898989898987269,63
25,0.0,25,101,0.9896969696967068,66
26,0.0,26,101,0.9896969696967068,64
27,0.0,27,101,0.9896969696967068,65
28,0.0,28,103,0.9894949494946867,65
29,0.0,29,98,0.989999999999737,66
30,0.0,30,100,0.9897979797977169,65
31,0.0,31,98,0.989999999999737,64
32,0.0,32,98,0.989999999999737,64
33,0.0,33,101,0.9896969696967068,63
34,0.0,34,99,0.9898989898987269,65
35,0.0,35,99,0.9898989898987269,65
36,0.0,36,102,0.9895959595956968,66
37,0.0,37,100,0.9897979797977169,63
38,0.0,38,100,0.9897979797977169,64
39,0.0,39,103,0.9894949494946867,66
40,0.0,40,96,0.9902020202017571,63
41,0.0,41,95,0.9903030303027671,65
42,0.0,42,102,0.9895959595956968,64
43,0.0,43,94,0.9904040404037772,64
44,0.0,44,102,0.9895959595956968,65
45,0.0,45,100,0.9897979797977169,65
46,0.0,46,93,0.9905050505047872,67
47,0.0,47,101,0.9896969696967068,66
48,0.0,48,101,0.9896969696967068,65
49,0.0,49,99,0.9898989898987269,66
50,0.6122448979591837,50,102,0.9895959595956968,66
51,0.6122448979591837,51,104,0.9893939393936767,67
52,0.6122448979591837,52,101,0.9896969696967068,65
53,0.6122448979591837,53,102,0.9895959595956968,67
54,0.6122448979591837,54,94,0.9904040404037772,65
55,0.6122448979591837,55,101,0.9896969696967068,65
56,0.6122448979591837,56,103,0.9894949494946867,64
57,0.6122448979591837,57,99,0.9898989898987269,65
58,0.6122448979591837,58,95,0.9903030303027671,66
59,0.6122448979591837,59,101,0.9896969696967068,65
60,0.6122448979591837,60,101,0.9896969696967068,65
61,0.6122448979591837,61,99,0.9898989898987269,66
62,0.6122448979591837,62,102,0.9895959595956968,67
63,0.6122448979591837,63,103,0.9894949494946867,68
64,0.6122448979591837,64,99,0.9898989898987269,67
65,0.6122448979591837,65,101,0.9896969696967068,67
66,0.6122448979591837,66,99,0.9898989898987269,66
67,0.6122448979591837,67,104,0.9893939393936767,66
68,0.6122448979591837,68,102,0.9895959595956968,69
69,0.6122448979591837,69,100,0.9897979797977169,66
70,0.6122448979591837,70,99,0.9898989898987269,66
71,0.6122448979591837,71,98,0.989999999999737,65
72,0.6122448979591837,72,98,0.989999999999737,66
73,0.6122448979591837,73,101,0.9896969696967068,68
74,0.6122448979591837,74,95,0.9903030303027671,68
75,0.6122448979591837,75,97,0.989999999999737,66
76,0.6122448979591837,76,99,0.9898989898987269,67
77,0.6122448979591837,77,102,0.9895959595956968,67
78,0.6122448979591837,78,99,0.9898989898987269,68
79,0.6122448979591837,79,103,0.9894949494946867,65
80,0.6122448979591837,80,101,0.9896969696967068,65
81,0.6122448979591837,81,103,0.9894949494946867,65
82,0.6122448979591837,82,97,0.990101010100747,65
83,0.6122448979591837,83,97,0.990101010100747,68
84,0.6122448979591837,84,103,0.9894949494946867,67
85,0.6122448979591837,85,102,0.9895959595956968,67
86,0.6122448979591837,86,96,0.9902020202017571,68
87,0.6122448979591837,87,101,0.9896969696967068,66
88,0.6122448979591837,88,101,0.9896969696967068,66
89,0.6122448979591837,89,104,0.9893939393936767,64
90,0.6122448979591837,90,103,0.9894949494946867,64
91,0.6122448979591837,91,101,0.9896969696967068,67
92,0.6122448979591837,92,103,0.9894949494946867,67
93,0.6122448979591837,93,101,0.9896969696967068,66
94,0.6122448979591837,94,103,0.9894949494946867,67
95,0.6122448979591837,95,98,0.989999999999737,67
96,0.6122448979591837,96,101,0.9896969696967068,67
97,0.6122448979591837,97,97,0.990101010100747,66
98,0.6122448979591837,98,98,0.989999999999737,68
99,0.6122448979591837,99,100,0.9897979797977169,64
100,1.2244897959183674,100,82,0.9916161616158977,70
101,1.2244897959183674,101,103,0.9894949494946867,70
102,1.2244897959183674,102,104,0.9893939393936767,70
103,1.2244897959183674,103,103,0.9894949494946867,68
104,1.2244897959183674,104,98,0.989999999999737,69
105,1.2244897959183674,105,105,0.9892929292926667,67
106,1.2244897959183674,106,106,0.9891919191916566,67
107,1.2244897959183674,107,99,0.9898989898987269,70
108,1.2244897959183674,108,88,0.9910101010098374,69
109,1.2244897959183674,109,103,0.9894949494946867,65
110,1.2244897959183674,110,94,0.9904040404037772,68
111,1.2244897959183674,111,94,0.9904040404037772,69
112,1.2244897959183674,112,100,0.9897979797977169,66
113,1.2244897959183674,113,94,0.9904040404037772,70
114,1.2244897959183674,114,99,0.9898989898987269,71
115,1.2244897959183674,115,99,0.9898989898987269,69
116,1.2244897959183674,116,99,0.9898989898987269,68
117,1.2244897959183674,117,106,0.9891919191916566,71
118,1.2244897959183674,118,102,0.9895959595956968,66
119,1.2244897959183674,119,101,0.9896969696967068,69
120,1.2244897959183674,120,101,0.9896969696967068,71
121,1.2244897959183674,121,105,0.9892929292926667,70
122,1.2244897959183674,122,104,0.9893939393936767,69
123,1.2244897959183674,123,96,0.9902020202017571,66
124,1.2244897959183674,124,95,0.9903030303027671,68
125,1.2244897959183674,125,104,0.9893939393936767,68
126,1.2244897959183674,126,106,0.9891919191916566,67
127,1.2244897959183674,127,98,0.989999999999737,66
128,1.2244897959183674,128,99,0.9898989898987269,70
129,1.2244897959183674,129,93,0.9905050505047872,70
130,1.2244897959183674,130,101,0.9896969696967068,69
131,1.2244897959183674,131,103,0.9894949494946867,70
132,1.2244897959183674,132,102,0.9895959595956968,71
133,1.2244897959183674,133,102,0.9895959595956968,69
134,1.2244897959183674,134,104,0.9893939393936767,68
135,1.2244897959183674,135,106,0.9891919191916566,68
136,1.2244897959183674,136,96,0.9902020202017571,69
137,1.2244897959183674,137,99,0.9898989898987269,68
138,1.2244897959183674,138,104,0.9893939393936767,66
139,1.2244897959183674,139,96,0.9902020202017571,70
140,1.2244897959183674,140,95,0.9903030303027671,69
141,1.2244897959183674,141,106,0.9891919191916566,69
142,1.2244897959183674,142,102,0.9895959595956968,69
143,1.2244897959183674,143,100,0.9897979797977169,70
144,1.2244897959183674,144,96,0.9902020202017571,71
145,1.2244897959183674,145,99,0.9898989898987269,66
146,1.2244897959183674,146,107,0.9890909090906466,69
147,1.2244897959183674,147,104,0.9893939393936767,71
148,1.2244897959183674,148,99,0.9898989898987269,68
149,1.2244897959183674,149,95,0.9903030303027671,70
150,1.836734693877551,150,106,0.9891919191916566,75
151,1.836734693877551,151,105,0.9892929292926667,72
152,1.836734693877551,152,102,0.9895959595956968,72
153,1.836734693877551,153,97,0.990101010100747,73
154,1.836734693877551,154,106,0.9891919191916566,75
155,1.836734693877551,155,107,0.9890909090906466,77
156,1.836734693877551,156,105,0.9892929292926667,74
157,1.836734693877551,157,108,0.9889898989896365,74
158,1.836734693877551,158,100,0.9897979797977169,70
159,1.836734693877551,159,104,0.9893939393936767,69
160,1.836734693877551,160,93,0.9905050505047872,70
161,1.836734693877551,161,96,0.9902020202017571,73
162,1.836734693877551,162,106,0.9891919191916566,74
163,1.836734693877551,163,106,0.9891919191916566,75
164,1.836734693877551,164,107,0.9890909090906466,73
165,1.836734693877551,165,105,0.9892929292926667,73
166,1.836734693877551,166,102,0.9895959595956968,70
167,1.836734693877551,167,103,0.9894949494946867,70
168,1.836734693877551,168,106,0.9891919191916566,68
169,1.836734693877551,169,103,0.9894949494946867,72
170,1.836734693877551,170,102,0.9895959595956968,69
171,1.836734693877551,171,106,0.9891919191916566,71
172,1.836734693877551,172,100,0.9897979797977169,69
173,1.836734693877551,173,103,0.9894949494946867,70
174,1.836734693877551,174,101,0.9896969696967068,74
175,1.836734693877551,175,94,0.9904040404037772,70
176,1.836734693877551,176,102,0.9895959595956968,70
177,1.836734693877551,177,105,0.9892929292926667,71
178,1.836734693877551,178,103,0.9894949494946867,70
179,1.836734693877551,179,106,0.9891919191916566,71
180,1.836734693877551,180,100,0.9897979797977169,69
181,1.836734693877551,181,106,0.9891919191916566,71
182,1.836734693877551,182,104,0.9893939393936767,70
183,1.836734693877551,183,106,0.9891919191916566,71
184,1.836734693877551,184,107,0.9890909090906466,72
185,1.836734693877551,185,103,0.9894949494946867,71
186,1.836734693877551,186,103,0.9894949494946867,71
187,1.836734693877551,187,97,0.990101010100747,71
188,1.836734693877551,188,106,0.9891919191916566,68
189,1.836734693877551,189,99,0.9898989898987269,71
190,1.836734693877551,190,108,0.9889898989896365,73
191,1.836734693877551,191,101,0.9896969696967068,70
192,1.836734693877551,192,105,0.9892929292926667,71
193,1.836734693877551,193,99,0.9898989898987269,70
194,1.836734693877551,194,108,0.9889898989896365,69
195,1.836734693877551,195,103,0.9894949494946867,72
196,1.836734693877551,196,102,0.9895959595956968,73
197,1.836734693877551,197,99,0.9898989898987269,70
198,1.836734693877551,198,107,0.9890909090906466,70
199,1.836734693877551,199,100,0.9897979797977169,71
