,steps_to_extinguishment,Run,Extinguished,On Fire,Step
74,2.0,74,1658,0.9657575757573259,132
75,2.0,75,1691,0.9810101010098429,133
76,2.0,76,1576,0.9455555555553167,130
77,2.0,77,1754,0.9932323232320585,136
78,2.0,78,1596,0.9692929292926775,126
79,2.0,79,1587,0.9384848484846134,129
80,2.0,80,1421,0.9131313131310919,152
81,2.0,81,1566,0.9827272727270137,139
82,2.0,82,1639,0.9859595959593351,163
83,2.0,83,1609,0.9510101010098592,130
84,2.0,84,1556,0.9798989898987324,142
85,2.0,85,1739,0.9313131313129002,158
86,2.0,86,1870,0.9524242424239998,159
87,2.0,87,1538,0.9736363636361095,140
88,2.0,88,1690,0.9843434343431744,134
89,2.0,89,1469,0.9609090909088437,147
90,2.0,90,1632,0.9478787878785477,139
91,2.0,91,1472,0.8812121212119173,136
92,2.0,92,1439,0.9101010101007905,121
93,2.0,93,1775,0.9897979797977169,163
94,2.0,94,1750,0.9895959595956968,143
95,2.0,95,1656,0.9235353535351266,132
96,2.0,96,1595,0.9569696969694519,133
97,2.0,97,1638,0.9595959595957131,141
98,2.0,98,1605,0.9694949494946976,141
99,2.0,99,1569,0.9912121212118575,136
100,3.0,100,1075,0.998888888888621,132
101,3.0,101,1056,0.9870707070704456,136
102,3.0,102,1103,0.9942424242421589,135
103,3.0,103,1120,0.9968686868684201,136
104,3.0,104,986,0.9962626262623598,134
105,3.0,105,1101,0.9963636363633699,143
106,3.0,106,1032,0.987777777777516,139
107,3.0,107,1052,0.9975757575754904,127
108,3.0,108,1081,0.9837373737371141,142
109,3.0,109,1156,0.9974747474744804,133
110,3.0,110,1134,0.9959595959593297,142
111,3.0,111,1061,0.9952525252522594,131
112,3.0,112,1125,0.9957575757573096,139
113,3.0,113,1060,0.9949494949492292,138
114,3.0,114,1107,0.9991919191916512,134
115,3.0,115,1080,0.9879797979795361,137
116,3.0,116,1013,0.998787878787611,136
117,3.0,117,1117,0.9956565656562996,135
118,3.0,118,1109,0.9934343434340785,149
119,3.0,119,1087,0.998686868686601,132
120,3.0,120,1074,0.9931313131310484,146
121,3.0,121,1059,0.9971717171714503,138
122,3.0,122,1019,0.998686868686601,131
123,3.0,123,1136,0.9975757575754904,140
124,3.0,124,1131,0.9980808080805407,133
125,3.0,125,1053,0.9984848484845809,132
126,3.0,126,1106,0.9992929292926612,134
127,3.0,127,1006,0.9889898989896365,130
128,3.0,128,1135,0.9980808080805407,141
129,3.0,129,1192,0.9929292929290283,157
130,3.0,130,1074,0.9971717171714503,138
131,3.0,131,1104,0.9978787878785206,136
132,3.0,132,1053,0.9956565656562996,131
133,3.0,133,1150,0.9972727272724603,143
134,3.0,134,945,0.985555555555295,122
135,3.0,135,977,0.9928282828280183,139
136,3.0,136,1061,0.9758585858583305,141
137,3.0,137,985,0.992323232322968,141
138,3.0,138,1026,0.9810101010098429,143
139,3.0,139,1049,0.9981818181815507,134
140,3.0,140,1003,0.9935353535350886,136
141,3.0,141,1125,0.9957575757573096,139
142,3.0,142,1184,0.9927272727270082,140
143,3.0,143,1092,0.9974747474744804,134
144,3.0,144,1000,0.9776767676765113,133
145,3.0,145,922,0.9994949494946813,123
146,3.0,146,977,0.9832323232320639,128
147,3.0,147,1229,0.9984848484845809,141
148,3.0,148,964,0.9977777777775105,129
149,3.0,149,1079,0.9974747474744804,133
150,4.0,150,453,0.998686868686601,134
151,4.0,151,613,0.9948484848482192,138
152,4.0,152,630,0.998888888888621,139
153,4.0,153,582,0.9997979797977115,134
154,4.0,154,601,0.9994949494946813,133
155,4.0,155,623,0.9985858585855909,137
156,4.0,156,586,0.998686868686601,131
157,4.0,157,577,0.9997979797977115,131
158,4.0,158,644,0.9994949494946813,142
159,4.0,159,664,0.9992929292926612,144
160,4.0,160,685,0.9989898989896311,140
161,4.0,161,601,0.9992929292926612,137
162,4.0,162,640,0.9981818181815507,131
163,4.0,163,664,0.998888888888621,137
164,4.0,164,656,0.998686868686601,138
165,4.0,165,605,0.9992929292926612,139
166,4.0,166,579,0.9993939393936713,136
167,4.0,167,641,0.998888888888621,135
168,4.0,168,588,0.9994949494946813,134
169,4.0,169,583,0.9994949494946813,135
170,4.0,170,675,0.9990909090906411,135
171,4.0,171,669,0.998686868686601,140
172,4.0,172,598,0.998686868686601,132
173,4.0,173,629,0.9992929292926612,145
174,4.0,174,531,0.9996969696967014,130
175,4.0,175,659,0.9989898989896311,132
176,4.0,176,596,0.9995959595956914,133
177,4.0,177,585,0.9983838383835708,134
178,4.0,178,602,0.998787878787611,133
179,4.0,179,635,0.9991919191916512,139
180,4.0,180,656,0.9992929292926612,134
181,4.0,181,584,0.9991919191916512,137
182,4.0,182,552,0.9978787878785206,145
183,4.0,183,590,0.9963636363633699,136
184,4.0,184,510,0.9990909090906411,124
185,4.0,185,622,0.9890909090906466,139
186,4.0,186,589,0.9979797979795306,136
187,4.0,187,630,0.9952525252522594,143
188,4.0,188,617,0.998888888888621,140
189,4.0,189,596,0.9976767676765005,139
190,4.0,190,664,0.9992929292926612,146
191,4.0,191,655,0.9990909090906411,136
192,4.0,192,654,0.9985858585855909,139
193,4.0,193,662,0.998888888888621,135
194,4.0,194,558,0.9989898989896311,131
195,4.0,195,595,0.998888888888621,128
196,4.0,196,570,0.9984848484845809,130
197,4.0,197,648,0.998787878787611,138
198,4.0,198,569,0.9989898989896311,140
199,4.0,199,643,0.9992929292926612,136
200,5.0,200,348,0.998888888888621,140
201,5.0,201,350,0.9992929292926612,134
202,5.0,202,326,0.9990909090906411,133
203,5.0,203,295,0.998787878787611,131
204,5.0,204,370,0.9978787878785206,134
205,5.0,205,373,0.9998989898987215,137
206,5.0,206,373,0.9968686868684201,133
207,5.0,207,426,0.998787878787611,143
208,5.0,208,332,0.9995959595956914,137
209,5.0,209,397,0.9993939393936713,137
210,5.0,210,360,0.9994949494946813,139
211,5.0,211,332,0.9993939393936713,140
212,5.0,212,361,0.9977777777775105,135
213,5.0,213,331,0.9994949494946813,142
214,5.0,214,273,0.9997979797977115,131
215,5.0,215,370,0.998787878787611,127
216,5.0,216,331,0.9982828282825608,129
217,5.0,217,356,0.998888888888621,139
218,5.0,218,343,0.9994949494946813,131
219,5.0,219,289,0.9997979797977115,133
220,5.0,220,423,0.9996969696967014,145
221,5.0,221,405,0.9989898989896311,140
222,5.0,222,348,0.9976767676765005,134
223,5.0,223,367,0.9993939393936713,144
224,5.0,224,327,0.9993939393936713,139
225,5.0,225,373,0.9992929292926612,137
226,5.0,226,347,0.9976767676765005,134
227,5.0,227,291,0.9989898989896311,132
228,5.0,228,317,0.9994949494946813,133
229,5.0,229,319,0.9983838383835708,136
230,5.0,230,344,0.9948484848482192,139
231,5.0,231,358,0.9995959595956914,136
232,5.0,232,382,0.9957575757573096,145
233,5.0,233,337,0.9992929292926612,135
234,5.0,234,343,0.9996969696967014,136
235,5.0,235,303,0.9991919191916512,136
236,5.0,236,301,0.9994949494946813,134
237,5.0,237,373,0.9997979797977115,138
238,5.0,238,309,0.998787878787611,131
239,5.0,239,381,0.9990909090906411,138
240,5.0,240,359,0.998888888888621,138
241,5.0,241,374,0.9993939393936713,137
242,5.0,242,314,0.9989898989896311,137
243,5.0,243,327,0.9993939393936713,142
244,5.0,244,349,0.9997979797977115,137
245,5.0,245,375,0.9993939393936713,134
246,5.0,246,347,0.9992929292926612,133
247,5.0,247,333,0.9995959595956914,137
248,5.0,248,382,0.9990909090906411,139
249,5.0,249,335,0.998888888888621,132
250,6.0,250,166,0.9995959595956914,141
251,6.0,251,128,0.9994949494946813,142
252,6.0,252,106,0.9996969696967014,137
253,6.0,253,134,0.9992929292926612,131
254,6.0,254,191,0.998888888888621,134
255,6.0,255,234,0.9993939393936713,148
256,6.0,256,198,0.9992929292926612,148
257,6.0,257,98,0.9991919191916512,143
258,6.0,258,125,0.9997979797977115,142
259,6.0,259,138,0.9997979797977115,141
260,6.0,260,139,0.9989898989896311,132
261,6.0,261,169,0.9989898989896311,140
262,6.0,262,230,0.9994949494946813,135
263,6.0,263,138,0.9989898989896311,134
264,6.0,264,131,0.9993939393936713,137
265,6.0,265,151,0.9997979797977115,134
266,6.0,266,226,0.9997979797977115,143
267,6.0,267,168,0.9994949494946813,136
268,6.0,268,72,0.9993939393936713,135
269,6.0,269,146,0.9993939393936713,138
270,6.0,270,156,0.9996969696967014,137
271,6.0,271,118,0.9990909090906411,145
272,6.0,272,124,0.9996969696967014,133
273,6.0,273,129,0.9997979797977115,135
274,6.0,274,134,0.9993939393936713,141
275,6.0,275,202,0.998888888888621,150
276,6.0,276,140,0.9991919191916512,135
277,6.0,277,146,0.9984848484845809,127
278,6.0,278,100,0.9994949494946813,136
279,6.0,279,186,0.9996969696967014,139
280,6.0,280,146,0.9976767676765005,131
281,6.0,281,142,0.9993939393936713,133
282,6.0,282,169,0.9991919191916512,133
283,6.0,283,166,0.9996969696967014,137
284,6.0,284,158,0.998787878787611,135
285,6.0,285,195,0.9996969696967014,144
286,6.0,286,137,0.998787878787611,133
287,6.0,287,126,0.9995959595956914,132
288,6.0,288,157,0.9994949494946813,140
289,6.0,289,170,0.9992929292926612,138
290,6.0,290,157,0.9995959595956914,134
291,6.0,291,139,0.9991919191916512,130
292,6.0,292,180,0.9995959595956914,139
293,6.0,293,147,0.9996969696967014,137
294,6.0,294,108,0.9997979797977115,127
295,6.0,295,77,0.9997979797977115,130
296,6.0,296,115,0.9994949494946813,129
297,6.0,297,141,0.9994949494946813,135
298,6.0,298,118,0.9995959595956914,133
299,6.0,299,142,0.9992929292926612,141
300,7.0,300,93,0.9992929292926612,130
301,7.0,301,120,0.9994949494946813,135
302,7.0,302,141,0.9996969696967014,141
303,7.0,303,164,0.9995959595956914,137
304,7.0,304,107,0.9985858585855909,139
305,7.0,305,144,0.9994949494946813,142
306,7.0,306,124,0.9997979797977115,137
307,7.0,307,95,0.9995959595956914,143
308,7.0,308,144,0.998888888888621,136
309,7.0,309,142,0.998888888888621,134
310,7.0,310,144,0.9994949494946813,135
311,7.0,311,152,0.9998989898987215,133
312,7.0,312,121,0.9980808080805407,129
313,7.0,313,117,0.9995959595956914,133
314,7.0,314,158,0.9995959595956914,142
315,7.0,315,110,0.9994949494946813,135
316,7.0,316,145,0.9998989898987215,131
317,7.0,317,163,0.9993939393936713,136
318,7.0,318,152,0.9991919191916512,138
319,7.0,319,94,0.998787878787611,133
320,7.0,320,97,0.9994949494946813,136
321,7.0,321,123,0.9993939393936713,138
322,7.0,322,114,0.9995959595956914,134
323,7.0,323,71,0.9996969696967014,137
324,7.0,324,75,0.9995959595956914,138
325,7.0,325,86,0.9995959595956914,144
326,7.0,326,88,0.9994949494946813,137
327,7.0,327,165,0.9994949494946813,141
328,7.0,328,100,0.9996969696967014,136
329,7.0,329,141,0.9998989898987215,135
330,7.0,330,149,0.9994949494946813,142
331,7.0,331,125,0.9992929292926612,136
332,7.0,332,134,0.9998989898987215,136
333,7.0,333,141,0.9993939393936713,137
334,7.0,334,115,0.9993939393936713,140
335,7.0,335,98,0.9997979797977115,141
336,7.0,336,116,0.9998989898987215,135
337,7.0,337,134,0.9994949494946813,142
338,7.0,338,144,0.9995959595956914,143
339,7.0,339,122,0.9992929292926612,135
340,7.0,340,150,0.9998989898987215,132
341,7.0,341,122,0.9993939393936713,135
342,7.0,342,174,0.9990909090906411,142
343,7.0,343,104,0.9997979797977115,136
344,7.0,344,140,0.9997979797977115,144
345,7.0,345,175,0.9996969696967014,143
346,7.0,346,155,0.9990909090906411,144
347,7.0,347,159,0.9992929292926612,141
348,7.0,348,127,0.9992929292926612,142
349,7.0,349,128,0.9998989898987215,140
