,truck_max_speed,Run,Extinguished,On Fire,Step
440,9,440,386,0.998888888888621,132
441,9,441,360,0.9996969696967014,142
442,9,442,437,0.9994949494946813,140
443,9,443,323,0.9998989898987215,133
444,9,444,347,0.9994949494946813,142
445,9,445,371,0.9996969696967014,141
446,9,446,518,0.9992929292926612,140
447,9,447,498,0.9994949494946813,137
448,9,448,416,0.9998989898987215,142
449,9,449,435,0.9996969696967014,142
450,10,450,426,0.9994949494946813,135
451,10,451,358,0.9992929292926612,138
452,10,452,400,0.9990909090906411,138
453,10,453,335,0.9996969696967014,138
454,10,454,403,0.9994949494946813,128
455,10,455,385,0.9993939393936713,133
456,10,456,597,0.9995959595956914,145
457,10,457,496,0.9997979797977115,148
458,10,458,434,0.9996969696967014,140
459,10,459,370,0.9993939393936713,143
460,10,460,477,0.9992929292926612,142
461,10,461,354,0.9998989898987215,143
462,10,462,330,0.9990909090906411,137
463,10,463,502,0.9992929292926612,141
464,10,464,478,0.9994949494946813,137
465,10,465,426,0.9996969696967014,139
466,10,466,505,0.998686868686601,138
467,10,467,464,0.9994949494946813,138
468,10,468,410,0.9992929292926612,139
469,10,469,403,0.9989898989896311,141
470,10,470,468,0.9992929292926612,149
471,10,471,335,0.9993939393936713,137
472,10,472,318,0.9992929292926612,132
473,10,473,230,0.9994949494946813,148
474,10,474,462,0.9996969696967014,137
475,10,475,396,0.9996969696967014,159
476,10,476,487,0.9995959595956914,142
477,10,477,363,0.9996969696967014,140
478,10,478,342,0.9996969696967014,130
479,10,479,406,0.9993939393936713,138
480,10,480,372,0.9995959595956914,133
481,10,481,218,0.9991919191916512,139
482,10,482,521,0.9997979797977115,138
483,10,483,346,0.9998989898987215,141
484,10,484,342,0.9993939393936713,142
485,10,485,477,0.9992929292926612,134
486,10,486,282,0.9996969696967014,146
487,10,487,305,0.9995959595956914,138
488,10,488,477,0.9996969696967014,137
489,10,489,310,0.998888888888621,146
490,10,490,362,0.9993939393936713,139
491,10,491,279,0.9995959595956914,137
492,10,492,406,0.9994949494946813,140
493,10,493,477,0.9994949494946813,138
494,10,494,331,0.9995959595956914,134
495,10,495,332,0.9997979797977115,139
496,10,496,418,0.9993939393936713,150
497,10,497,255,0.9994949494946813,148
498,10,498,401,0.998686868686601,139
499,10,499,416,0.9992929292926612,142
500,11,500,394,0.9991919191916512,135
501,11,501,505,0.9993939393936713,141
502,11,502,500,0.9994949494946813,137
503,11,503,374,0.9992929292926612,147
504,11,504,271,0.9996969696967014,129
505,11,505,379,0.9995959595956914,144
506,11,506,330,0.9995959595956914,142
507,11,507,456,0.9995959595956914,138
508,11,508,365,0.9995959595956914,136
509,11,509,382,0.9994949494946813,139
510,11,510,364,0.9993939393936713,141
511,11,511,368,0.9994949494946813,143
512,11,512,506,0.9993939393936713,145
513,11,513,386,0.9993939393936713,155
514,11,514,271,0.9996969696967014,148
515,11,515,346,0.9996969696967014,138
516,11,516,502,0.9994949494946813,144
517,11,517,391,0.9991919191916512,143
518,11,518,440,0.9993939393936713,146
519,11,519,344,0.9996969696967014,132
520,11,520,559,0.9997979797977115,144
521,11,521,351,0.9994949494946813,145
522,11,522,445,0.9994949494946813,148
523,11,523,284,0.9993939393936713,141
524,11,524,306,0.9993939393936713,150
525,11,525,395,0.9998989898987215,150
526,11,526,359,0.9997979797977115,139
527,11,527,542,0.9995959595956914,138
528,11,528,310,0.9996969696967014,138
529,11,529,441,0.998686868686601,143
530,11,530,430,0.9993939393936713,143
531,11,531,439,0.9994949494946813,140
532,11,532,410,0.9998989898987215,149
533,11,533,348,0.9989898989896311,143
534,11,534,477,0.998787878787611,137
535,11,535,377,0.9996969696967014,143
536,11,536,359,0.9984848484845809,145
537,11,537,358,0.9996969696967014,141
538,11,538,445,0.9995959595956914,142
539,11,539,344,0.9993939393936713,142
540,11,540,386,0.9995959595956914,146
541,11,541,360,0.9995959595956914,135
542,11,542,286,0.9990909090906411,142
543,11,543,359,0.9996969696967014,144
544,11,544,444,0.9992929292926612,152
545,11,545,328,0.9994949494946813,139
546,11,546,452,0.9995959595956914,139
547,11,547,415,0.9992929292926612,141
548,11,548,501,0.9992929292926612,150
549,11,549,459,0.9995959595956914,145
550,12,550,380,0.9994949494946813,149
551,12,551,374,0.9994949494946813,149
552,12,552,288,0.9996969696967014,142
553,12,553,267,0.9997979797977115,140
554,12,554,329,0.9997979797977115,143
555,12,555,469,0.9993939393936713,145
556,12,556,425,0.9992929292926612,131
557,12,557,371,0.9995959595956914,141
558,12,558,464,0.9996969696967014,149
559,12,559,409,0.9995959595956914,137
560,12,560,286,0.9997979797977115,141
561,12,561,504,0.9994949494946813,133
562,12,562,429,0.9996969696967014,135
563,12,563,437,0.9994949494946813,146
564,12,564,464,0.9993939393936713,139
565,12,565,474,0.9998989898987215,139
566,12,566,390,0.9991919191916512,137
567,12,567,423,0.9994949494946813,139
568,12,568,404,0.9997979797977115,149
569,12,569,541,0.9996969696967014,150
570,12,570,438,0.9995959595956914,144
571,12,571,350,0.9996969696967014,140
572,12,572,441,0.9994949494946813,139
573,12,573,334,0.9996969696967014,147
574,12,574,344,0.9992929292926612,148
575,12,575,373,0.9990909090906411,134
576,12,576,422,0.9997979797977115,153
577,12,577,501,0.9995959595956914,140
578,12,578,510,0.9998989898987215,147
579,12,579,523,0.9994949494946813,143
580,12,580,311,0.9993939393936713,143
581,12,581,435,0.9992929292926612,145
582,12,582,424,0.9997979797977115,139
583,12,583,384,0.9989898989896311,137
584,12,584,551,0.9994949494946813,138
585,12,585,333,0.9994949494946813,137
586,12,586,443,0.9994949494946813,138
587,12,587,516,0.9997979797977115,139
588,12,588,388,0.9995959595956914,140
589,12,589,529,0.9992929292926612,144
590,12,590,339,0.9993939393936713,136
591,12,591,347,0.9995959595956914,139
592,12,592,410,0.9989898989896311,134
593,12,593,531,0.9994949494946813,137
594,12,594,411,0.9993939393936713,140
595,12,595,292,0.9997979797977115,132
596,12,596,412,0.9997979797977115,151
597,12,597,475,0.9995959595956914,146
598,12,598,465,0.9997979797977115,145
599,12,599,404,0.9998989898987215,141
600,13,600,381,0.9994949494946813,148
601,13,601,441,0.9993939393936713,134
602,13,602,347,0.9995959595956914,142
603,13,603,427,0.9993939393936713,137
604,13,604,404,0.9994949494946813,144
605,13,605,397,0.9995959595956914,148
606,13,606,434,0.9994949494946813,148
607,13,607,470,0.9993939393936713,138
608,13,608,314,0.9998989898987215,143
609,13,609,351,0.9990909090906411,139
610,13,610,543,0.9992929292926612,147
611,13,611,442,0.998888888888621,143
612,13,612,377,0.9995959595956914,138
613,13,613,444,0.9996969696967014,143
614,13,614,508,0.9989898989896311,144
615,13,615,415,0.9992929292926612,138
616,13,616,368,0.9992929292926612,142
617,13,617,469,0.998888888888621,156
618,13,618,425,0.9992929292926612,150
619,13,619,410,0.9990909090906411,140
620,13,620,414,0.9997979797977115,139
621,13,621,421,0.9993939393936713,143
622,13,622,483,0.9997979797977115,142
623,13,623,378,0.9989898989896311,144
624,13,624,350,0.9998989898987215,141
625,13,625,572,0.9995959595956914,143
626,13,626,344,0.998686868686601,140
627,13,627,370,0.9993939393936713,141
628,13,628,490,0.9994949494946813,145
629,13,629,449,0.9993939393936713,148
630,13,630,572,0.998686868686601,141
631,13,631,337,0.9996969696967014,140
632,13,632,310,0.9996969696967014,153
633,13,633,417,0.9995959595956914,145
634,13,634,357,0.9995959595956914,130
635,13,635,447,0.9996969696967014,138
636,13,636,475,0.9994949494946813,134
637,13,637,466,0.9976767676765005,138
638,13,638,471,0.9997979797977115,139
639,13,639,470,0.9995959595956914,146
640,13,640,466,0.9993939393936713,144
641,13,641,448,0.9994949494946813,142
642,13,642,404,0.9993939393936713,138
643,13,643,372,0.9994949494946813,138
644,13,644,297,0.9991919191916512,150
645,13,645,360,0.9998989898987215,140
646,13,646,423,0.9996969696967014,140
647,13,647,387,0.9998989898987215,143
648,13,648,328,0.9997979797977115,137
649,13,649,438,0.9993939393936713,138
650,14,650,365,0.998787878787611,143
651,14,651,370,0.9995959595956914,142
652,14,652,320,0.998686868686601,136
653,14,653,433,0.9997979797977115,144
654,14,654,499,0.9995959595956914,143
655,14,655,381,0.9994949494946813,129
656,14,656,358,0.9998989898987215,143
657,14,657,484,0.9997979797977115,137
658,14,658,471,0.9998989898987215,145
659,14,659,445,0.9995959595956914,145
660,14,660,381,0.9993939393936713,141
661,14,661,425,0.9992929292926612,141
662,14,662,387,0.9997979797977115,148
663,14,663,385,0.9994949494946813,137
664,14,664,399,0.9993939393936713,146
665,14,665,590,0.9993939393936713,137
666,14,666,477,0.9995959595956914,144
667,14,667,294,0.9997979797977115,132
668,14,668,382,0.9991919191916512,141
669,14,669,359,0.9997979797977115,138
670,14,670,447,0.9991919191916512,151
671,14,671,456,0.9995959595956914,144
672,14,672,497,0.9993939393936713,140
673,14,673,258,0.9996969696967014,145
674,14,674,578,0.9992929292926612,136
675,14,675,663,0.9994949494946813,142
676,14,676,525,0.9989898989896311,149
677,14,677,326,0.9993939393936713,138
678,14,678,548,0.9997979797977115,147
679,14,679,324,0.9995959595956914,135
680,14,680,426,0.9997979797977115,136
681,14,681,368,0.9995959595956914,141
682,14,682,534,0.9997979797977115,139
683,14,683,490,0.9992929292926612,140
684,14,684,397,0.9994949494946813,136
685,14,685,468,0.9991919191916512,149
686,14,686,472,0.9990909090906411,141
687,14,687,260,0.9995959595956914,140
688,14,688,547,0.9994949494946813,141
689,14,689,422,0.9996969696967014,147
690,14,690,374,0.9997979797977115,135
691,14,691,444,0.9995959595956914,143
692,14,692,363,0.9996969696967014,136
693,14,693,339,0.9993939393936713,140
694,14,694,392,0.9989898989896311,141
695,14,695,380,0.9997979797977115,144
696,14,696,342,0.9994949494946813,130
697,14,697,468,0.9996969696967014,133
698,14,698,486,0.9992929292926612,136
699,14,699,493,0.9995959595956914,134
700,15,700,424,0.9997979797977115,137
701,15,701,559,0.9995959595956914,135
702,15,702,428,0.9993939393936713,143
703,15,703,538,0.9990909090906411,135
704,15,704,395,0.9990909090906411,142
705,15,705,489,0.9995959595956914,139
706,15,706,346,0.9991919191916512,129
707,15,707,540,0.9994949494946813,138
708,15,708,365,0.9993939393936713,140
709,15,709,514,0.9996969696967014,131
710,15,710,421,0.9996969696967014,162
711,15,711,402,0.9997979797977115,143
712,15,712,365,0.9996969696967014,143
713,15,713,390,0.9996969696967014,141
714,15,714,377,0.9994949494946813,144
715,15,715,358,0.9990909090906411,134
716,15,716,439,0.9990909090906411,152
717,15,717,382,0.9994949494946813,140
718,15,718,388,0.9993939393936713,145
719,15,719,328,0.9994949494946813,146
720,15,720,289,0.9997979797977115,135
721,15,721,442,0.9995959595956914,143
722,15,722,358,0.9995959595956914,137
723,15,723,468,0.9994949494946813,142
724,15,724,452,0.9993939393936713,144
725,15,725,350,0.9996969696967014,140
726,15,726,420,0.9995959595956914,137
727,15,727,502,0.9993939393936713,146
728,15,728,448,0.9992929292926612,141
729,15,729,429,0.9995959595956914,142
730,15,730,515,0.9995959595956914,151
731,15,731,363,0.9995959595956914,135
732,15,732,352,0.9990909090906411,145
