,wind_strength,Run,Extinguished,On Fire,Step
0,0.0,0,229,234,19
1,0.0,1,165,170,13
2,0.0,2,149,153,12
3,0.0,3,278,287,21
4,0.0,4,191,196,17
5,0.0,5,159,164,13
6,0.0,6,165,170,14
7,0.0,7,160,165,13
8,0.0,8,233,238,20
9,0.0,9,128,132,12
10,3.3333333333333335,10,42,41,9
11,3.3333333333333335,11,56,55,10
12,3.3333333333333335,12,38,37,8
13,3.3333333333333335,13,63,62,10
14,3.3333333333333335,14,54,53,10
15,3.3333333333333335,15,48,47,9
16,3.3333333333333335,16,36,35,8
17,3.3333333333333335,17,32,31,7
18,3.3333333333333335,18,45,44,10
19,3.3333333333333335,19,31,30,8
20,6.666666666666667,20,21,20,6
21,6.666666666666667,21,12,11,4
22,6.666666666666667,22,12,11,4
23,6.666666666666667,23,11,10,5
24,6.666666666666667,24,16,15,6
25,6.666666666666667,25,20,19,6
26,6.666666666666667,26,14,13,4
27,6.666666666666667,27,14,13,5
28,6.666666666666667,28,16,15,5
29,6.666666666666667,29,12,11,4
30,10.0,30,9,8,4
31,10.0,31,10,9,4
32,10.0,32,6,5,3
33,10.0,33,8,7,4
34,10.0,34,10,9,4
35,10.0,35,12,11,4
36,10.0,36,9,8,4
37,10.0,37,8,7,4
38,10.0,38,6,5,3
39,10.0,39,9,8,4
40,13.333333333333334,40,10,9,4
41,13.333333333333334,41,9,8,4
42,13.333333333333334,42,10,9,4
43,13.333333333333334,43,9,8,4
44,13.333333333333334,44,10,9,4
45,13.333333333333334,45,10,9,4
46,13.333333333333334,46,9,8,4
47,13.333333333333334,47,12,11,4
48,13.333333333333334,48,8,7,4
49,13.333333333333334,49,8,7,4
50,16.666666666666668,50,8,7,4
51,16.666666666666668,51,11,10,4
52,16.666666666666668,52,10,9,4
53,16.666666666666668,53,8,7,4
54,16.666666666666668,54,12,11,4
55,16.666666666666668,55,7,6,4
56,16.666666666666668,56,7,6,4
57,16.666666666666668,57,8,7,4
58,16.666666666666668,58,9,8,4
59,16.666666666666668,59,8,7,4
60,20.0,60,4,3,3
61,20.0,61,4,3,3
62,20.0,62,4,3,3
63,20.0,63,4,3,3
64,20.0,64,4,3,3
65,20.0,65,4,3,3
66,20.0,66,4,3,3
67,20.0,67,4,3,3
68,20.0,68,4,3,3
69,20.0,69,4,3,3
70,23.333333333333336,70,2,1,2
71,23.333333333333336,71,4,3,3
72,23.333333333333336,72,4,3,3
73,23.333333333333336,73,2,1,2
74,23.333333333333336,74,2,1,2
75,23.333333333333336,75,2,1,2
76,23.333333333333336,76,4,3,3
77,23.333333333333336,77,2,1,2
78,23.333333333333336,78,2,1,2
79,23.333333333333336,79,4,3,3
80,26.666666666666668,80,2,1,2
81,26.666666666666668,81,4,3,3
82,26.666666666666668,82,4,3,3
83,26.666666666666668,83,2,1,2
84,26.666666666666668,84,2,1,2
85,26.666666666666668,85,2,1,2
86,26.666666666666668,86,4,3,3
87,26.666666666666668,87,4,3,3
88,26.666666666666668,88,4,3,3
89,26.666666666666668,89,4,3,3
90,30.0,90,2,1,2
91,30.0,91,3,2,3
92,30.0,92,3,2,3
93,30.0,93,2,1,2
94,30.0,94,3,2,3
95,30.0,95,2,1,2
96,30.0,96,2,1,2
97,30.0,97,3,2,3
98,30.0,98,2,1,2
99,30.0,99,2,1,2
