,truck_max_speed,Run,Extinguished,On Fire,Step
0,1,0,127,0.985757575757315,154
1,1,1,138,0.985757575757315,154
2,1,2,125,0.9865656565653954,157
3,1,3,133,0.985757575757315,139
4,1,4,137,0.985555555555295,167
5,1,5,135,0.985656565656305,150
6,1,6,115,0.9879797979795361,153
7,1,7,126,0.9867676767674155,145
8,1,8,141,0.9854545454542849,159
9,1,9,121,0.9873737373734758,158
10,1,10,118,0.9874747474744858,151
11,1,11,124,0.9872727272724657,143
12,1,12,133,0.9862626262623653,155
13,1,13,129,0.9868686868684255,139
14,1,14,108,0.9886868686866064,137
15,1,15,132,0.9861616161613552,150
16,1,16,118,0.987878787878526,145
17,1,17,128,0.9865656565653954,158
18,1,18,114,0.9881818181815561,155
19,1,19,143,0.9847474747472146,153
20,1,20,124,0.9867676767674155,154
21,1,21,134,0.9860606060603452,157
22,1,22,140,0.9848484848482246,169
23,1,23,134,0.9859595959593351,151
24,1,24,121,0.9874747474744858,138
25,1,25,125,0.9867676767674155,154
26,1,26,112,0.9879797979795361,138
27,1,27,123,0.9871717171714557,153
28,1,28,135,0.9854545454542849,150
29,1,29,113,0.9880808080805461,151
30,1,30,117,0.987878787878526,145
31,1,31,115,0.9879797979795361,152
32,1,32,133,0.985555555555295,161
33,1,33,135,0.9861616161613552,168
34,1,34,115,0.987878787878526,147
35,1,35,135,0.9861616161613552,156
36,1,36,130,0.9866666666664055,142
37,1,37,134,0.9859595959593351,150
38,1,38,113,0.9883838383835762,147
39,1,39,127,0.9864646464643854,149
40,1,40,130,0.985656565656305,136
41,1,41,112,0.9881818181815561,131
42,1,42,128,0.9864646464643854,136
43,1,43,126,0.9868686868684255,154
44,1,44,118,0.987878787878526,148
45,1,45,136,0.9859595959593351,178
46,1,46,127,0.9867676767674155,150
47,1,47,128,0.9862626262623653,144
48,1,48,105,0.9887878787876164,146
49,1,49,142,0.9850505050502447,170
50,2,50,171,0.9817171717169132,184
51,2,51,174,0.9819191919189333,184
52,2,52,158,0.983535353535094,182
53,2,53,160,0.9832323232320639,175
54,2,54,169,0.9824242424239835,180
55,2,55,175,0.9819191919189333,187
56,2,56,161,0.983535353535094,189
57,2,57,177,0.9819191919189333,177
58,2,58,159,0.9831313131310538,151
59,2,59,139,0.9853535353532749,146
60,2,60,171,0.9823232323229735,187
61,2,61,168,0.9826262626260036,183
62,2,62,168,0.9817171717169132,180
63,2,63,151,0.9845454545451945,151
64,2,64,171,0.9822222222219634,168
65,2,65,161,0.983434343434084,164
66,2,66,170,0.9826262626260036,173
67,2,67,157,0.983535353535094,173
68,2,68,143,0.9850505050502447,155
69,2,69,154,0.9840404040401443,157
70,2,70,162,0.9833333333330739,183
71,2,71,160,0.9836363636361041,170
72,2,72,169,0.9824242424239835,197
73,2,73,172,0.9818181818179232,206
74,2,74,161,0.9831313131310538,179
75,2,75,156,0.9833333333330739,175
76,2,76,164,0.9829292929290337,166
77,2,77,175,0.9818181818179232,181
78,2,78,155,0.983535353535094,145
79,2,79,153,0.9839393939391342,174
80,2,80,158,0.9833333333330739,186
81,2,81,158,0.983535353535094,159
82,2,82,171,0.9820202020199433,184
83,2,83,178,0.9816161616159031,208
84,2,84,172,0.9821212121209534,211
85,2,85,159,0.9828282828280237,153
86,2,86,170,0.9821212121209534,182
87,2,87,163,0.9825252525249936,171
88,2,88,174,0.9821212121209534,208
89,2,89,139,0.985656565656305,159
90,2,90,166,0.9821212121209534,163
91,2,91,144,0.9852525252522648,136
92,2,92,155,0.983535353535094,138
93,2,93,134,0.9860606060603452,146
94,2,94,166,0.9827272727270137,166
95,2,95,165,0.9828282828280237,166
96,2,96,163,0.9821212121209534,165
97,2,97,170,0.9820202020199433,178
98,2,98,159,0.9829292929290337,189
99,2,99,160,0.9826262626260036,150
100,3,100,175,0.9821212121209534,179
101,3,101,172,0.9820202020199433,204
102,3,102,168,0.9824242424239835,167
103,3,103,170,0.9824242424239835,171
104,3,104,170,0.9821212121209534,175
105,3,105,170,0.9823232323229735,208
106,3,106,169,0.9824242424239835,169
107,3,107,172,0.9823232323229735,167
108,3,108,176,0.9820202020199433,206
109,3,109,180,0.9809090909088328,207
110,3,110,174,0.9816161616159031,181
111,3,111,175,0.9816161616159031,199
112,3,112,172,0.9817171717169132,198
113,3,113,165,0.9829292929290337,182
114,3,114,176,0.9817171717169132,206
115,3,115,178,0.9814141414138831,207
116,3,116,152,0.9841414141411543,190
117,3,117,179,0.981313131312873,212
118,3,118,177,0.981212121211863,214
119,3,119,144,0.9849494949492347,159
120,3,120,161,0.9826262626260036,207
121,3,121,173,0.9816161616159031,172
122,3,122,183,0.9810101010098429,209
123,3,123,165,0.9827272727270137,173
