,density,Run,Extinguished,On Fire,Step
0,0.0,0,0,0.0,5
1,0.0,1,0,0.0,5
2,0.0,2,0,0.0,5
3,0.0,3,0,0.0,5
4,0.0,4,0,0.0,5
5,0.0,5,0,0.0,5
6,0.0,6,0,0.0,5
7,0.0,7,0,0.0,5
8,0.0,8,0,0.0,5
9,0.0,9,0,0.0,5
10,0.0,10,0,0.0,5
11,0.0,11,0,0.0,5
12,0.0,12,0,0.0,5
13,0.0,13,0,0.0,5
14,0.0,14,0,0.0,5
15,0.0,15,0,0.0,5
16,0.0,16,0,0.0,5
17,0.0,17,0,0.0,5
18,0.0,18,0,0.0,5
19,0.0,19,0,0.0,5
20,0.0,20,0,0.0,5
21,0.0,21,0,0.0,5
22,0.0,22,0,0.0,5
23,0.0,23,0,0.0,5
24,0.0,24,0,0.0,5
25,0.0,25,0,0.0,5
26,0.0,26,0,0.0,5
27,0.0,27,0,0.0,5
28,0.0,28,0,0.0,5
29,0.0,29,0,0.0,5
30,0.0,30,0,0.0,5
31,0.0,31,0,0.0,5
32,0.0,32,0,0.0,5
33,0.0,33,0,0.0,5
34,0.0,34,0,0.0,5
35,0.0,35,0,0.0,5
36,0.0,36,0,0.0,5
37,0.0,37,0,0.0,5
38,0.0,38,0,0.0,5
39,0.0,39,0,0.0,5
40,0.0,40,0,0.0,5
41,0.0,41,0,0.0,5
42,0.0,42,0,0.0,5
43,0.0,43,0,0.0,5
44,0.0,44,0,0.0,5
45,0.0,45,0,0.0,5
46,0.0,46,0,0.0,5
47,0.0,47,0,0.0,5
48,0.0,48,0,0.0,5
49,0.0,49,0,0.0,5
50,0.02040816326530612,50,0,0.0,5
51,0.02040816326530612,51,0,0.0,5
52,0.02040816326530612,52,0,0.0,5
53,0.02040816326530612,53,0,0.0,5
54,0.02040816326530612,54,0,0.0,5
55,0.02040816326530612,55,0,0.0,5
56,0.02040816326530612,56,0,0.004900000000000001,6
57,0.02040816326530612,57,0,0.0,5
58,0.02040816326530612,58,0,0.0,5
59,0.02040816326530612,59,0,0.0,5
60,0.02040816326530612,60,0,0.0,5
61,0.02040816326530612,61,0,0.0,5
62,0.02040816326530612,62,0,0.0,5
63,0.02040816326530612,63,0,0.0,5
64,0.02040816326530612,64,0,0.0,5
65,0.02040816326530612,65,0,0.0,5
66,0.02040816326530612,66,0,0.0,5
67,0.02040816326530612,67,0,0.0,5
68,0.02040816326530612,68,0,0.0,5
69,0.02040816326530612,69,0,0.0,5
70,0.02040816326530612,70,0,0.0,5
71,0.02040816326530612,71,0,0.004900000000000001,8
72,0.02040816326530612,72,0,0.0,5
73,0.02040816326530612,73,0,0.0,5
74,0.02040816326530612,74,0,0.0,5
75,0.02040816326530612,75,0,0.004900000000000001,7
76,0.02040816326530612,76,0,0.0,5
77,0.02040816326530612,77,0,0.0,5
78,0.02040816326530612,78,0,0.0,5
79,0.02040816326530612,79,0,0.0,5
80,0.02040816326530612,80,0,0.0,5
81,0.02040816326530612,81,0,0.004900000000000001,6
82,0.02040816326530612,82,0,0.0,5
83,0.02040816326530612,83,0,0.0,5
84,0.02040816326530612,84,0,0.0,5
85,0.02040816326530612,85,0,0.0,5
86,0.02040816326530612,86,0,0.0,5
87,0.02040816326530612,87,0,0.004900000000000001,8
88,0.02040816326530612,88,0,0.0,5
89,0.02040816326530612,89,0,0.0,5
90,0.02040816326530612,90,0,0.0,5
91,0.02040816326530612,91,0,0.0,5
92,0.02040816326530612,92,0,0.0,5
93,0.02040816326530612,93,0,0.0,5
94,0.02040816326530612,94,0,0.0,5
95,0.02040816326530612,95,0,0.0,5
96,0.02040816326530612,96,0,0.0,5
97,0.02040816326530612,97,0,0.0,5
98,0.02040816326530612,98,0,0.0,5
99,0.02040816326530612,99,0,0.0,5
100,0.04081632653061224,100,0,0.0024500000000000004,6
101,0.04081632653061224,101,0,0.0024500000000000004,7
102,0.04081632653061224,102,0,0.0024500000000000004,6
103,0.04081632653061224,103,0,0.0,5
104,0.04081632653061224,104,0,0.0,5
105,0.04081632653061224,105,0,0.0,5
106,0.04081632653061224,106,0,0.0,5
107,0.04081632653061224,107,0,0.0,5
108,0.04081632653061224,108,0,0.0,5
109,0.04081632653061224,109,0,0.0,5
110,0.04081632653061224,110,0,0.0,5
111,0.04081632653061224,111,0,0.0,5
112,0.04081632653061224,112,0,0.0,5
113,0.04081632653061224,113,0,0.0,5
114,0.04081632653061224,114,0,0.0024500000000000004,6
115,0.04081632653061224,115,0,0.0024500000000000004,6
116,0.04081632653061224,116,0,0.0024500000000000004,6
117,0.04081632653061224,117,0,0.0,5
118,0.04081632653061224,118,0,0.0,5
119,0.04081632653061224,119,0,0.0,5
120,0.04081632653061224,120,0,0.0,5
121,0.04081632653061224,121,0,0.0,5
122,0.04081632653061224,122,0,0.004900000000000001,9
123,0.04081632653061224,123,0,0.0,5
124,0.04081632653061224,124,0,0.0024500000000000004,8
125,0.04081632653061224,125,0,0.004900000000000001,8
126,0.04081632653061224,126,0,0.0,5
127,0.04081632653061224,127,0,0.0,5
128,0.04081632653061224,128,0,0.0,5
129,0.04081632653061224,129,0,0.0,5
130,0.04081632653061224,130,0,0.0,5
131,0.04081632653061224,131,0,0.0,5
132,0.04081632653061224,132,0,0.0024500000000000004,10
133,0.04081632653061224,133,0,0.004900000000000001,8
134,0.04081632653061224,134,0,0.0,5
135,0.04081632653061224,135,0,0.0024500000000000004,6
136,0.04081632653061224,136,0,0.0,5
137,0.04081632653061224,137,0,0.0,5
138,0.04081632653061224,138,0,0.0,5
139,0.04081632653061224,139,0,0.0,5
140,0.04081632653061224,140,0,0.0,5
141,0.04081632653061224,141,0,0.0,5
142,0.04081632653061224,142,0,0.0,5
143,0.04081632653061224,143,0,0.0,5
144,0.04081632653061224,144,0,0.0,5
145,0.04081632653061224,145,0,0.0,5
146,0.04081632653061224,146,0,0.0,5
147,0.04081632653061224,147,0,0.0,5
148,0.04081632653061224,148,0,0.0,5
149,0.04081632653061224,149,0,0.0,5
150,0.061224489795918366,150,0,0.0,5
151,0.061224489795918366,151,0,0.0016333333333333334,6
152,0.061224489795918366,152,0,0.003266666666666667,7
153,0.061224489795918366,153,0,0.0,5
154,0.061224489795918366,154,0,0.0,5
155,0.061224489795918366,155,0,0.0,5
156,0.061224489795918366,156,0,0.0,5
157,0.061224489795918366,157,0,0.0,5
158,0.061224489795918366,158,0,0.0,5
159,0.061224489795918366,159,0,0.0,5
160,0.061224489795918366,160,0,0.003266666666666667,7
161,0.061224489795918366,161,0,0.0016333333333333334,10
162,0.061224489795918366,162,0,0.0016333333333333334,6
163,0.061224489795918366,163,0,0.0,5
164,0.061224489795918366,164,0,0.0,5
165,0.061224489795918366,165,0,0.0,5
166,0.061224489795918366,166,0,0.0,5
167,0.061224489795918366,167,0,0.0016333333333333334,6
168,0.061224489795918366,168,0,0.0049,9
169,0.061224489795918366,169,0,0.0,5
170,0.061224489795918366,170,0,0.0,5
171,0.061224489795918366,171,0,0.0,5
172,0.061224489795918366,172,0,0.0,5
173,0.061224489795918366,173,0,0.0,5
174,0.061224489795918366,174,0,0.0,5
175,0.061224489795918366,175,0,0.003266666666666667,13
176,0.061224489795918366,176,0,0.0,5
177,0.061224489795918366,177,0,0.0016333333333333334,7
178,0.061224489795918366,178,0,0.0,5
179,0.061224489795918366,179,0,0.0,5
180,0.061224489795918366,180,0,0.0016333333333333334,9
181,0.061224489795918366,181,0,0.0,5
182,0.061224489795918366,182,0,0.003266666666666667,8
183,0.061224489795918366,183,0,0.0,5
184,0.061224489795918366,184,0,0.0,5
185,0.061224489795918366,185,0,0.0,5
186,0.061224489795918366,186,0,0.0,5
187,0.061224489795918366,187,0,0.0,5
188,0.061224489795918366,188,0,0.0016333333333333334,6
189,0.061224489795918366,189,0,0.0,5
190,0.061224489795918366,190,0,0.0016333333333333334,6
191,0.061224489795918366,191,0,0.0,5
192,0.061224489795918366,192,0,0.0,5
193,0.061224489795918366,193,0,0.0016333333333333334,6
194,0.061224489795918366,194,0,0.0,5
195,0.061224489795918366,195,0,0.0,5
196,0.061224489795918366,196,0,0.0,5
197,0.061224489795918366,197,0,0.0016333333333333334,6
198,0.061224489795918366,198,0,0.0016333333333333334,6
199,0.061224489795918366,199,0,0.0,5
200,0.08163265306122448,200,0,0.0,5
201,0.08163265306122448,201,0,0.0036750000000000003,9
202,0.08163265306122448,202,0,0.0,5
203,0.08163265306122448,203,0,0.0,5
204,0.08163265306122448,204,0,0.0012250000000000002,6
205,0.08163265306122448,205,0,0.0012250000000000002,6
206,0.08163265306122448,206,0,0.0,5
207,0.08163265306122448,207,0,0.0,5
208,0.08163265306122448,208,0,0.0,5
209,0.08163265306122448,209,0,0.0024500000000000004,6
210,0.08163265306122448,210,0,0.0,5
211,0.08163265306122448,211,0,0.0,5
212,0.08163265306122448,212,0,0.0024500000000000004,8
213,0.08163265306122448,213,0,0.0012250000000000002,6
214,0.08163265306122448,214,0,0.0012250000000000002,6
215,0.08163265306122448,215,0,0.0,5
216,0.08163265306122448,216,0,0.0,5
217,0.08163265306122448,217,0,0.0012250000000000002,6
218,0.08163265306122448,218,0,0.0012250000000000002,6
219,0.08163265306122448,219,0,0.0024500000000000004,9
220,0.08163265306122448,220,0,0.0012250000000000002,6
221,0.08163265306122448,221,0,0.0024500000000000004,7
222,0.08163265306122448,222,0,0.0,5
223,0.08163265306122448,223,0,0.0,5
224,0.08163265306122448,224,0,0.006125000000000001,9
225,0.08163265306122448,225,0,0.0,5
226,0.08163265306122448,226,0,0.0,5
227,0.08163265306122448,227,0,0.0,5
228,0.08163265306122448,228,0,0.0012250000000000002,8
229,0.08163265306122448,229,0,0.0,5
230,0.08163265306122448,230,0,0.0,5
231,0.08163265306122448,231,0,0.0036750000000000003,8
232,0.08163265306122448,232,0,0.0,5
233,0.08163265306122448,233,0,0.0,5
234,0.08163265306122448,234,0,0.0024500000000000004,9
235,0.08163265306122448,235,0,0.0024500000000000004,9
236,0.08163265306122448,236,0,0.0024500000000000004,6
237,0.08163265306122448,237,0,0.0,5
238,0.08163265306122448,238,0,0.0,5
239,0.08163265306122448,239,0,0.0,5
240,0.08163265306122448,240,0,0.0,5
241,0.08163265306122448,241,0,0.0012250000000000002,9
242,0.08163265306122448,242,0,0.0,5
243,0.08163265306122448,243,0,0.0,5
244,0.08163265306122448,244,0,0.0,5
245,0.08163265306122448,245,0,0.0,5
246,0.08163265306122448,246,0,0.0012250000000000002,6
247,0.08163265306122448,247,0,0.0012250000000000002,10
248,0.08163265306122448,248,0,0.0,5
249,0.08163265306122448,249,0,0.0012250000000000002,6
250,0.1020408163265306,250,0,0.0,5
251,0.1020408163265306,251,0,0.0,5
252,0.1020408163265306,252,0,0.0,5
