,num_firetruck,Run,Extinguished,On Fire,Step
0,1,0,9,0.9998989898987215,142
1,1,1,46,0.9991919191916512,143
2,1,2,17,0.9996969696967014,143
3,1,3,13,0.9996969696967014,137
4,1,4,19,0.9996969696967014,145
5,1,5,7,0.9998989898987215,129
6,1,6,11,0.9997979797977115,152
7,1,7,27,0.9994949494946813,145
8,1,8,21,0.9994949494946813,140
9,1,9,31,0.9994949494946813,146
10,1,10,23,0.9998989898987215,146
11,1,11,15,0.9993939393936713,132
12,1,12,31,0.9997979797977115,140
13,1,13,17,0.9990909090906411,135
14,1,14,16,0.9992929292926612,137
15,1,15,17,0.9993939393936713,135
16,1,16,26,0.9995959595956914,137
17,1,17,9,0.9998989898987215,137
18,1,18,23,0.9970707070704402,135
19,1,19,10,0.9996969696967014,137
20,1,20,25,0.9996969696967014,140
21,1,21,20,0.9994949494946813,141
22,1,22,13,0.9995959595956914,141
23,1,23,12,0.9995959595956914,143
24,1,24,14,0.9994949494946813,148
25,1,25,10,0.9998989898987215,140
26,1,26,16,0.9995959595956914,144
27,1,27,25,0.9994949494946813,146
28,1,28,43,0.9997979797977115,138
29,1,29,9,0.9995959595956914,131
30,1,30,38,0.9991919191916512,140
31,1,31,40,0.998888888888621,138
32,1,32,27,0.9996969696967014,140
33,1,33,20,0.9997979797977115,136
34,1,34,10,0.9994949494946813,140
35,1,35,10,0.9995959595956914,140
36,1,36,27,0.9984848484845809,139
37,1,37,13,0.9995959595956914,136
38,1,38,9,0.9996969696967014,136
39,1,39,8,0.9993939393936713,134
40,1,40,24,0.9996969696967014,141
41,1,41,35,0.9995959595956914,131
42,1,42,31,0.9996969696967014,140
43,1,43,20,0.9995959595956914,135
44,1,44,58,0.9993939393936713,146
45,1,45,15,0.9996969696967014,145
46,1,46,36,0.9993939393936713,138
47,1,47,11,0.9990909090906411,129
48,1,48,38,0.9995959595956914,134
49,1,49,19,0.9996969696967014,144
50,2,50,55,0.9996969696967014,142
51,2,51,27,0.9985858585855909,147
52,2,52,30,0.9995959595956914,140
53,2,53,26,0.9995959595956914,138
54,2,54,35,0.9992929292926612,137
55,2,55,33,0.9997979797977115,137
56,2,56,28,0.9994949494946813,136
57,2,57,37,0.9995959595956914,135
58,2,58,40,0.9989898989896311,138
59,2,59,43,0.9997979797977115,163
60,2,60,26,0.9994949494946813,136
61,2,61,25,0.9995959595956914,148
62,2,62,22,0.998888888888621,134
63,2,63,72,0.9995959595956914,138
64,2,64,28,0.9993939393936713,132
65,2,65,44,0.9994949494946813,139
66,2,66,49,0.9992929292926612,144
67,2,67,43,0.9997979797977115,150
68,2,68,70,0.9990909090906411,143
69,2,69,40,0.9993939393936713,134
70,2,70,28,0.9991919191916512,145
71,2,71,53,0.9998989898987215,138
72,2,72,39,0.9996969696967014,137
73,2,73,49,0.9991919191916512,146
74,2,74,33,0.9996969696967014,137
75,2,75,49,0.9992929292926612,141
76,2,76,47,0.9996969696967014,146
77,2,77,45,0.9996969696967014,147
78,2,78,48,0.9996969696967014,142
79,2,79,50,0.9997979797977115,139
80,2,80,61,0.9996969696967014,136
81,2,81,44,0.9996969696967014,135
82,2,82,63,0.9995959595956914,142
83,2,83,69,0.9991919191916512,142
84,2,84,62,0.9995959595956914,141
85,2,85,41,0.9995959595956914,153
86,2,86,40,0.9996969696967014,129
87,2,87,50,0.9994949494946813,145
88,2,88,51,0.9996969696967014,150
89,2,89,23,0.9994949494946813,129
90,2,90,38,0.9995959595956914,136
91,2,91,31,0.9994949494946813,136
92,2,92,90,0.9996969696967014,153
93,2,93,70,0.9998989898987215,139
94,2,94,44,0.9994949494946813,141
95,2,95,25,0.9989898989896311,140
96,2,96,33,0.9998989898987215,143
97,2,97,38,0.9993939393936713,153
98,2,98,18,0.9985858585855909,137
99,2,99,27,0.9995959595956914,137
100,3,100,68,0.9997979797977115,140
101,3,101,55,0.9996969696967014,140
102,3,102,52,0.9996969696967014,136
103,3,103,46,0.9996969696967014,136
104,3,104,56,0.9995959595956914,134
105,3,105,60,0.9989898989896311,137
106,3,106,62,0.9984848484845809,142
107,3,107,69,0.998888888888621,148
108,3,108,57,0.998787878787611,150
109,3,109,50,0.9992929292926612,141
110,3,110,51,0.998787878787611,132
111,3,111,43,0.9997979797977115,143
112,3,112,51,0.9994949494946813,134
113,3,113,88,0.9997979797977115,138
114,3,114,63,0.9993939393936713,136
115,3,115,45,0.9994949494946813,154
116,3,116,77,0.9994949494946813,139
117,3,117,59,0.9993939393936713,133
118,3,118,72,0.9996969696967014,143
119,3,119,86,0.9997979797977115,138
120,3,120,55,0.9996969696967014,137
121,3,121,37,0.9996969696967014,137
122,3,122,96,0.9995959595956914,145
123,3,123,67,0.9992929292926612,155
124,3,124,64,0.9997979797977115,129
125,3,125,60,0.9994949494946813,142
126,3,126,33,0.9997979797977115,143
127,3,127,44,0.9996969696967014,145
128,3,128,50,0.9985858585855909,142
129,3,129,63,0.9992929292926612,142
130,3,130,69,0.9996969696967014,140
131,3,131,72,0.9993939393936713,144
132,3,132,42,0.9996969696967014,137
133,3,133,95,0.998686868686601,143
134,3,134,73,0.9997979797977115,136
135,3,135,67,0.9997979797977115,149
136,3,136,59,0.9993939393936713,141
137,3,137,77,0.9990909090906411,136
138,3,138,106,0.9993939393936713,137
139,3,139,63,0.9998989898987215,141
140,3,140,74,0.9996969696967014,151
141,3,141,82,0.9995959595956914,139
142,3,142,75,0.998888888888621,142
143,3,143,57,0.9991919191916512,138
144,3,144,62,0.9995959595956914,138
145,3,145,92,0.9995959595956914,139
146,3,146,85,0.9995959595956914,148
147,3,147,65,0.9998989898987215,152
148,3,148,107,0.9993939393936713,136
149,3,149,57,0.9995959595956914,150
150,4,150,114,0.9989898989896311,141
151,4,151,75,0.9991919191916512,131
152,4,152,75,0.9990909090906411,134
153,4,153,79,0.9995959595956914,138
154,4,154,74,0.9990909090906411,134
155,4,155,119,0.9992929292926612,137
156,4,156,58,0.9991919191916512,148
157,4,157,94,0.9990909090906411,141
158,4,158,71,0.9994949494946813,137
159,4,159,77,0.9992929292926612,136
160,4,160,67,0.9992929292926612,136
161,4,161,64,0.9992929292926612,148
162,4,162,112,0.9994949494946813,136
163,4,163,89,0.9995959595956914,146
164,4,164,120,0.9997979797977115,137
165,4,165,116,0.9997979797977115,137
166,4,166,103,0.9985858585855909,142
167,4,167,86,0.9995959595956914,135
168,4,168,94,0.9992929292926612,141
169,4,169,65,0.9994949494946813,140
170,4,170,119,0.998888888888621,138
171,4,171,108,0.9992929292926612,147
172,4,172,90,0.9995959595956914,150
173,4,173,107,0.9997979797977115,142
174,4,174,80,0.998888888888621,136
175,4,175,109,0.9973737373734703,138
176,4,176,95,0.9995959595956914,137
177,4,177,102,0.9995959595956914,153
178,4,178,79,0.9995959595956914,137
179,4,179,64,0.9996969696967014,138
180,4,180,93,0.9995959595956914,146
181,4,181,94,0.9992929292926612,146
182,4,182,94,0.9991919191916512,142
183,4,183,62,0.998888888888621,148
184,4,184,74,0.9993939393936713,136
185,4,185,64,0.9995959595956914,145
186,4,186,144,0.9991919191916512,144
187,4,187,77,0.9997979797977115,143
188,4,188,81,0.998787878787611,145
189,4,189,92,0.9995959595956914,134
190,4,190,77,0.9993939393936713,137
191,4,191,69,0.998888888888621,146
192,4,192,101,0.9992929292926612,145
193,4,193,70,0.9980808080805407,144
194,4,194,74,0.9990909090906411,136
195,4,195,77,0.9990909090906411,135
196,4,196,85,0.9993939393936713,141
197,4,197,91,0.9993939393936713,142
198,4,198,91,0.9998989898987215,133
199,4,199,85,0.9980808080805407,143
200,5,200,73,0.9994949494946813,140
201,5,201,188,0.9992929292926612,141
202,5,202,161,0.998888888888621,141
203,5,203,151,0.9991919191916512,145
204,5,204,103,0.9993939393936713,142
205,5,205,96,0.9997979797977115,137
206,5,206,131,0.9994949494946813,132
207,5,207,131,0.9995959595956914,141
208,5,208,101,0.9995959595956914,143
209,5,209,112,0.9995959595956914,146
210,5,210,114,0.9992929292926612,136
211,5,211,67,0.9993939393936713,142
212,5,212,84,0.9989898989896311,136
213,5,213,134,0.9989898989896311,133
214,5,214,115,0.9993939393936713,135
215,5,215,165,0.9985858585855909,148
216,5,216,151,0.998888888888621,145
217,5,217,135,0.9993939393936713,135
218,5,218,72,0.9995959595956914,143
219,5,219,106,0.9991919191916512,136
220,5,220,138,0.9995959595956914,134
221,5,221,72,0.9994949494946813,139
222,5,222,101,0.9994949494946813,140
223,5,223,94,0.9989898989896311,140
224,5,224,111,0.9998989898987215,140
225,5,225,101,0.9993939393936713,146
226,5,226,84,0.9995959595956914,143
227,5,227,75,0.9994949494946813,137
228,5,228,144,0.9997979797977115,132
229,5,229,131,0.9994949494946813,139
230,5,230,111,0.998787878787611,145
231,5,231,111,0.9971717171714503,136
232,5,232,81,0.9994949494946813,156
233,5,233,104,0.9990909090906411,139
234,5,234,164,0.9994949494946813,139
235,5,235,101,0.9991919191916512,136
236,5,236,140,0.9994949494946813,134
237,5,237,76,0.9996969696967014,144
238,5,238,131,0.9996969696967014,142
239,5,239,127,0.9994949494946813,140
240,5,240,117,0.9978787878785206,130
241,5,241,147,0.9994949494946813,139
242,5,242,85,0.9992929292926612,138
243,5,243,85,0.9997979797977115,146
244,5,244,98,0.9997979797977115,148
245,5,245,102,0.9996969696967014,135
246,5,246,120,0.9998989898987215,133
247,5,247,159,0.9997979797977115,125
248,5,248,83,0.9979797979795306,133
249,5,249,117,0.9991919191916512,135
250,6,250,104,0.9996969696967014,143
251,6,251,191,0.9991919191916512,138
252,6,252,151,0.9998989898987215,135
253,6,253,174,0.9993939393936713,130
254,6,254,136,0.9996969696967014,141
255,6,255,90,0.9997979797977115,143
256,6,256,135,0.9993939393936713,137
257,6,257,139,0.9994949494946813,141
258,6,258,145,0.9989898989896311,146
259,6,259,90,0.9993939393936713,139
260,6,260,126,0.9994949494946813,141
261,6,261,96,0.9994949494946813,146
262,6,262,145,0.9997979797977115,142
263,6,263,109,0.998686868686601,138
264,6,264,145,0.9997979797977115,135
265,6,265,155,0.9995959595956914,140
266,6,266,84,0.9992929292926612,138
267,6,267,129,0.9992929292926612,154
268,6,268,159,0.9995959595956914,136
269,6,269,187,0.9997979797977115,146
270,6,270,126,0.9991919191916512,139
271,6,271,110,0.9995959595956914,142
272,6,272,105,0.9997979797977115,138
273,6,273,201,0.9994949494946813,150
274,6,274,195,0.9995959595956914,142
275,6,275,124,0.9993939393936713,135
276,6,276,134,0.9995959595956914,142
277,6,277,103,0.9995959595956914,144
278,6,278,108,0.9992929292926612,140
279,6,279,156,0.9994949494946813,136
280,6,280,189,0.9996969696967014,135
281,6,281,131,0.9991919191916512,153
282,6,282,119,0.9998989898987215,135
283,6,283,152,0.9985858585855909,142
284,6,284,113,0.9996969696967014,137
285,6,285,164,0.9981818181815507,142
286,6,286,166,0.9995959595956914,139
287,6,287,115,0.9991919191916512,137
288,6,288,159,0.9995959595956914,137
289,6,289,137,0.998787878787611,133
290,6,290,122,0.9989898989896311,142
291,6,291,167,0.9995959595956914,141
292,6,292,106,0.9993939393936713,137
293,6,293,133,0.9995959595956914,140
294,6,294,150,0.9995959595956914,143
295,6,295,162,0.9994949494946813,147
296,6,296,131,0.9981818181815507,142
297,6,297,157,0.9990909090906411,138
298,6,298,118,0.9996969696967014,148
299,6,299,87,0.9993939393936713,138
300,7,300,149,0.9991919191916512,131
301,7,301,116,0.9991919191916512,134
302,7,302,217,0.9995959595956914,138
303,7,303,133,0.9993939393936713,134
304,7,304,168,0.9996969696967014,138
305,7,305,162,0.998686868686601,138
306,7,306,176,0.9989898989896311,138
307,7,307,111,0.9996969696967014,142
308,7,308,133,0.998888888888621,135
309,7,309,179,0.998686868686601,141
310,7,310,223,0.9991919191916512,139
311,7,311,136,0.9994949494946813,149
312,7,312,170,0.9994949494946813,136
313,7,313,135,0.9997979797977115,145
314,7,314,124,0.9993939393936713,145
315,7,315,170,0.9993939393936713,150
316,7,316,168,0.9976767676765005,146
317,7,317,152,0.9990909090906411,146
318,7,318,178,0.998888888888621,145
319,7,319,114,0.9995959595956914,148
320,7,320,220,0.9994949494946813,141
321,7,321,140,0.9992929292926612,142
322,7,322,176,0.9994949494946813,136
323,7,323,200,0.9978787878785206,138
324,7,324,179,0.9996969696967014,138
325,7,325,204,0.9991919191916512,152
326,7,326,153,0.9992929292926612,134
327,7,327,160,0.9990909090906411,146
328,7,328,160,0.9982828282825608,148
329,7,329,209,0.9992929292926612,139
330,7,330,131,0.9993939393936713,143
331,7,331,115,0.9993939393936713,145
332,7,332,178,0.998787878787611,132
333,7,333,211,0.9981818181815507,138
334,7,334,153,0.9992929292926612,146
335,7,335,149,0.9995959595956914,139
336,7,336,172,0.9995959595956914,143
337,7,337,181,0.9990909090906411,146
338,7,338,202,0.9994949494946813,136
339,7,339,173,0.998787878787611,144
340,7,340,149,0.9979797979795306,131
341,7,341,162,0.9997979797977115,141
342,7,342,125,0.9990909090906411,132
343,7,343,168,0.9992929292926612,144
344,7,344,176,0.9994949494946813,134
345,7,345,153,0.9995959595956914,144
346,7,346,167,0.9994949494946813,140
347,7,347,181,0.9993939393936713,137
348,7,348,172,0.9994949494946813,130
349,7,349,198,0.9989898989896311,136
350,8,350,305,0.9997979797977115,138
351,8,351,155,0.998888888888621,137
352,8,352,172,0.9995959595956914,133
353,8,353,238,0.9977777777775105,132
354,8,354,168,0.9996969696967014,135
355,8,355,197,0.9994949494946813,138
356,8,356,154,0.9982828282825608,136
357,8,357,178,0.998888888888621,142
358,8,358,204,0.9980808080805407,146
359,8,359,157,0.9993939393936713,154
360,8,360,183,0.998888888888621,146
361,8,361,186,0.9990909090906411,138
362,8,362,143,0.9997979797977115,147
363,8,363,136,0.9989898989896311,146
364,8,364,220,0.9981818181815507,148
365,8,365,149,0.9989898989896311,145
366,8,366,225,0.9996969696967014,136
367,8,367,187,0.9994949494946813,142
368,8,368,171,0.9995959595956914,151
369,8,369,142,0.9984848484845809,138
370,8,370,167,0.9984848484845809,144
371,8,371,184,0.9992929292926612,141
372,8,372,148,0.9993939393936713,145
373,8,373,210,0.9995959595956914,144
374,8,374,188,0.9972727272724603,138
375,8,375,210,0.9994949494946813,132
376,8,376,138,0.9995959595956914,141
377,8,377,210,0.9976767676765005,139
378,8,378,148,0.998787878787611,139
379,8,379,167,0.9997979797977115,139
380,8,380,217,0.9996969696967014,150
381,8,381,149,0.9991919191916512,133
382,8,382,280,0.9992929292926612,135
383,8,383,205,0.9984848484845809,146
384,8,384,180,0.9995959595956914,138
385,8,385,125,0.9996969696967014,137
386,8,386,166,0.9997979797977115,138
387,8,387,139,0.9994949494946813,143
388,8,388,199,0.9996969696967014,135
389,8,389,145,0.9996969696967014,144
390,8,390,241,0.9993939393936713,142
391,8,391,229,0.9984848484845809,140
392,8,392,175,0.9995959595956914,138
393,8,393,199,0.9997979797977115,137
394,8,394,187,0.998686868686601,127
395,8,395,183,0.998686868686601,134
396,8,396,209,0.9995959595956914,144
397,8,397,150,0.9997979797977115,146
398,8,398,211,0.9994949494946813,146
399,8,399,189,0.9992929292926612,149
400,9,400,186,0.9996969696967014,139
401,9,401,148,0.9989898989896311,142
402,9,402,239,0.9992929292926612,134
403,9,403,202,0.9989898989896311,140
404,9,404,179,0.9991919191916512,142
405,9,405,207,0.9993939393936713,145
406,9,406,163,0.9997979797977115,142
407,9,407,175,0.9992929292926612,134
408,9,408,200,0.9992929292926612,142
409,9,409,220,0.9996969696967014,146
410,9,410,199,0.9992929292926612,144
411,9,411,211,0.998787878787611,140
412,9,412,210,0.9997979797977115,147
413,9,413,181,0.9991919191916512,139
414,9,414,228,0.9997979797977115,140
415,9,415,214,0.9996969696967014,137
416,9,416,209,0.9992929292926612,139
417,9,417,209,0.998888888888621,146
418,9,418,153,0.9995959595956914,137
419,9,419,217,0.998787878787611,139
420,9,420,165,0.9991919191916512,144
421,9,421,158,0.9994949494946813,141
422,9,422,189,0.9996969696967014,142
423,9,423,229,0.9992929292926612,145
424,9,424,228,0.9992929292926612,144
425,9,425,227,0.9985858585855909,133
426,9,426,232,0.9959595959593297,133
427,9,427,227,0.9995959595956914,129
428,9,428,210,0.9985858585855909,139
429,9,429,200,0.9981818181815507,140
430,9,430,181,0.9989898989896311,139
431,9,431,216,0.9984848484845809,142
432,9,432,274,0.9993939393936713,147
433,9,433,207,0.9982828282825608,138
434,9,434,234,0.998787878787611,133
435,9,435,210,0.9990909090906411,141
436,9,436,173,0.9985858585855909,138
437,9,437,201,0.9996969696967014,133
438,9,438,211,0.9995959595956914,141
439,9,439,131,0.9996969696967014,140
440,9,440,222,0.9996969696967014,143
441,9,441,229,0.9977777777775105,140
442,9,442,290,0.9992929292926612,142
